Texts,Label
จอหน้าย้อนยุคไปหน่อย,"[[""จอ"", ""neg"", ""หน้าย้อนยุค""]]"
ไมเนอร์เชนจ์หน้าใหม่โคตรสวย แต่ขายไทยหน้าเก่า โลกที่สามในสายตาค่ายรถยนต์จริง,"[[""ไมเนอร์เชนจ์"", ""pos"", ""โคตรสวย""],[""ขายไทย"", ""neg"", ""หน้าเก่า""],[""โลกที่สาม"", ""pos"", ""ในสายตาค่ายรถยนต์จริง""]]"
รถออฟฟิศที่ทำงานผมที่เกาหลีเลยคับตัวนี้เคยขี่บ่อย กว้างดี," [[""รถออฟฟิศ"", ""pos"", ""คับตัวนี้""], [""กว้าง"", ""pos"", """"]]"
เสียดายเอาตัวเก่ามาขายไทย ตัวใหม่สวยกว่าเยอะ," [[""ตัวเก่า"", ""neg"", ""เสียดาย""], [""ตัวใหม่"", ""pos"", ""สวยกว่าเยอะ""]]"
เอารุ่นเก่ามาขายคนไทยเซ็งเป็ด,"[[""รุ่นเก่า"", ""neg"", ""เซ็งเป็ด""]]"
H1ปี20สวยกว่า ทรงนี้ majesty กินขาด แต่ชอบลูกเล่นภายในครับ,"[[""H1ปี20"", ""pos"", ""สวยกว่า""], [""ทรงนี้"", ""pos"", ""majesty""], [""ทรงนี้"", ""pos"", ""กินขาด""], [""ลูกเล่นภายใน"", ""pos"", ""ชอบ""]]"
Staria ดูทันสมัย ซื้อไปอีก 10 ปีก็ยังดูทันโลก option ความสบายมีเพียงพอ,"[[""Staria"", ""pos"", ""ดูทันสมัย""], [""option"", ""pos"", ""ความสบาย""], [""ความสบาย"", ""pos"", ""เพียงพอ""]]"
Toyota Majesty น่าซื้อขึ้นอีกเยอะเลย," [[""Toyota Majesty"", ""pos"", ""น่าซื้อขึ้นอีกเยอะเลย""]]"
กระจกใหญ่ดี ทำให้ห้องผู้โดยสารดูโปร่ง โล่ง,"[[“กระจก”, “pos”, [“ใหญ่”]], [”, “pos”, [“โปร่ง”, “โล่ง”]]]"
ข้างหน้านี้มันรถ อวกาศสวยไม่เหมือนใครดีครับ," [[""รถอวกาศ"", ""pos"", ""สวยไม่เหมือนใคร""]]"
ข้างหน้าไม่สวยเลย เหมือนหม้อหุงข้าว," [[""ข้างหน้า"", ""neg"", ""ไม่สวยเลย""], [""เหมือนหม้อหุงข้าว"", ""neg"", """"]]"
คนแก่จะมองรถคันนี้ไม่สวย แต่วัยรุ่นแทบทุกคนพูดเป็นคำเดียวกันเลยว่าโคดสวย," [[""คนแก่"", ""neg"", ""ไม่สวย""], [""วัยรุ่น"", ""pos"", ""สวย""]]"
คนโบราณจะบอกไม่สวย คนสมัยใหม่เจนใหม่ สวยยมากกกกกก,"[[""คนโบราณ"", ""neg"", ""ไม่สวย""], [""คนสมัยใหม่"", ""pos"", ""สวยยมากกกกกก""]]"
แค่หน้าก็โดนแล้ว..เท่มาก.ชอบๆ,"[[""แค่หน้า"", ""pos"", ""เท่""], [""ชอบ"", ""pos"", """"]]"
โคตรน่าใช้," [[""โคตรน่าใช้"", ""pos"", []]]"
ใครไม่ชอบ แต่ผมชอบมาก แบบนี้ ล้ำ แปลก ไม่เหมือนใคร รถครอบครัวคันต่อไป,"[[""ใคร"", ""neg"", ""ไม่ชอบ""], [""ผม"", ""pos"", ""ชอบมาก""], [""แบบนี้"", ""pos"", ""ล้ำ""], [""แบบนี้"", ""pos"", ""แปลก""], [""แบบนี้"", ""pos"", ""ไม่เหมือนใคร""], [""รถครอบครัวคันต่อไป"", ""pos"", """"]]"
ใครว่าแพง ผมว่าคุ้มนะ..ขนาดไม่ได้ผลิตที่ไทย ได้เท่านี้คือเยอะแล้วละ...,"[[""ราคา"", ""neg"", ""แพง""], [""คุ้ม"", ""pos"", """"]]"
จัดมาแล้วสีดำ ราคาถูกมากๆ,"[[""สีดำ"", ""pos"", ""ถูกมากๆ""]]"
ชอบ7ที่นั่ง,"[[""7ที่นั่ง"", ""pos"", ""ชอบ""]]"
ชอบกระจกใหญ่ดี ผมชอบแบบโล่งๆแบบนี้ เหมือนนั้งรถยุกเรี่มแรก รถสมัยนี้เหมือนนั่งอยู่ในตู้,"[[""กระจก"", ""pos"", ""ใหญ่""],[""แบบ"", ""pos"", ""โล่งๆ""],[""รถยุกเรี่มแรก"", ""pos"", ""โล่งๆ""],[""รถสมัยนี้"", ""neg"", ""ตู้""]]"
ชอบการออกแบบภายใน ทั้งลูกเล่นและเบาะผู้โดยสาร,"[[""การออกแบบภายใน"", ""pos"", ""ชอบ""], [""ลูกเล่น"", ""pos"", ""ชอบ""], [""เบาะผู้โดยสาร"", ""pos"", ""ชอบ""]]"
ชอบครับ ดีไซน์ดูคล้ายๆ Estima รุ่นนึง,"[""ดีไซน์"", ""pos"", ""ชอบ""]"
ชอบครับเหมาะกับครอบครัวครับ," [[""ชอบ"", ""pos"", ""ชอบ""],[""เหมาะกับครอบครัว"", ""pos"", ""เหมาะกับครอบครัว""]]"
ชอบความสะดวกสบายเหมาะกับครอบครัวที่ไม่เล็กมาก ผมชอบเวลาพาครอบครัวท่องเที่ยวแบบไม่อึดอัด ผ่อนคลาย สบายๆ เป็นรถตัวเลือกอันดับแรก คันต่อไปเมื่อมีโอกาส.,"[[""ความสะดวกสบาย"", ""pos"", ""ชอบ""], [""ครอบครัว"", ""pos"", ""ไม่เล็กมาก""], [""เวลาพาครอบครัวท่องเที่ยว"", ""pos"", ""ไม่อึดอัด""], [""ผ่อนคลาย"", ""pos"", ""สบายๆ""], [""รถตัวเลือกอันดับแรก"", ""pos"", ""คันต่อไปเมื่อมีโอกาส""]]"
ชอบที่มี 11 ที่นั่งค่ะ ตอบโจทย์กับครอบครัวใหญ่เลยค่ะ,"[[""ที่นั่ง"", ""pos"", ""11""], [""ครอบครัวใหญ่"", ""pos"", """"]]"
ชอบที่มีออฟชั่นปิดประตูไม่ให้คุณนายขึ้นรถ เริดอะ," [[""ออฟชั่นปิดประตู"", ""pos"", ""เริด""]]"
ชอบทุกตรงของเธอเลยฮุนไดรุ่นนี้," [[""เธอ"", ""pos"", ""ชอบทุกตรง""], [""ฮุนได"", ""pos"", ""รุ่นนี้""]]"
ชอบฟังชั่นการใช้งานและรูปลักษณ์ อยากเห็ยแบบเบาะ 7 และ 9 คงจะสวยมาก,"[[""การใช้งาน"", ""pos"", ""ชอบ""], [""รูปลักษณ์"", ""pos"", ""สวย""], [""เบาะ"", ""pos"", ""7""], [""เบาะ"", ""pos"", ""9""]]"
ชอบสวยมากล้ำยุค," [[""ชอบ"", ""pos"", ""สวยมากล้ำยุค""]]"
ชอบหน้าตาแปลกๆดี วิ่งบนถนนนี่โคตรเด่นเลย," [[""หน้าตา"", ""pos"", ""ชอบ""], [""วิ่งบนถนน"", ""pos"", ""โคตรเด่น""]]"
ชอบหน้าอวกาศดี," [[""หน้าอวกาศ"", ""pos"", ""ชอบ""]"
ชอบอ่ะหน้าตาก้หล่อๆไฟท้ายสุดยอดครับ...ชอบๆ," [[""หน้าตา"", ""pos"", ""หล่อๆ""],[""ไฟท้าย"", ""pos"", ""สุดยอดครับ""]]"
ดีหมดเลย เสียอย่างเดียวของฮุนได," [[""ดีหมดเลย"", ""pos"", []], [""ของฮุนได"", ""neg"", [""เสีย""]]]"
ดูดี สวยงาม,"[[""ดูดี"", ""pos"", ""สวยงาม""]]"
ตัว 9 ที่นั่งคือจบสุด จริงๆๆ!! ลองชมดูครับ,"[[""ตัว 9"", ""pos"", ""จบสุด""]]"
ตัวจริงเท่มากคนแถวบ้านใช้สวยมากครับ,"[[""ตัวจริง"", ""pos"", ""เท่มาก""], [""คนแถวบ้าน"", ""pos"", ""สวยมากครับ""]]"
"ตัวน้องอยู่เกาหลีคะ ได้ใช้จริงแล้วถูกใจมากค่ะ กว้างนั่งสบาย ออปชั่นมาล้นมากคะรูปลักษณ์สวย ราคาที่เกาหลี 27,xxx,xxx กว่าวอน แรงเร่งดีคะ เวลาจอดติดไฟแดงเครื่องดับเหยียบคันเร่งเครื่องสามารถไปต่อได้ วิสัยทัศน์ดีมากคะ ต้องเป็นเจ้าของคะ"," [[""ตัวน้อง"", ""pos"", ""ถูกใจ"", ""กว้าง"", ""นั่งสบาย"", ""ออปชั่น"", ""สวย"", ""27,xxx,xxx""], [""ราคาที่เกาหลี"", ""pos"", ""27,xxx,xxx""], [""แรงเร่ง"", ""pos"", ""คะ""], [""เวลาจอดติดไฟแดงเครื่องดับเหยียบคันเร่งเครื่องสามารถไปต่อได้"", ""pos"", ""คะ""], [""วิสัยทัศน์"", ""pos"", ""ดีมาก"", ""คะ""]]"
ถือว่าเฉียบค่ะ,"[[""รถ"", ""pos"", ""เฉียบ""]]"
น่ารัก,"[[""รถ"", ""pos"", ""น่ารัก""]]"
น่าสนใจมากครับ,"[[""รถ"", ""pos"", ""น่าสนใจ""]]"
ผมชอบการดีไซน์ล้ำดีใครไม่ชอบผมชอบ,"[[""การดีไซน์"", ""pos"", [""ล้ำดี"",""ชอบ""]]]"
ผมชอบปลาไหลไฟฟ้าตัวนี้จังครับ อยากได้เลย," [[""ปลาไหลไฟฟ้า"", ""pos"", ""ชอบ""], ["""", ""pos"", ""อยากได้""]]"
ผมว่าคนไทยหลายคนยังไม่ชอบเรื่องหน้าตาแต่เรื่องออฟชั่นดีเยี่ยมยกมือให้," [[""หน้าตา"", ""neg"", ""ไม่ชอบ""], [""ออฟชั่น"", ""pos"", ""ดีเยี่ยม""]]"
ผมว่าคุ้มนะคับราคาเกือบ2ล้านแต่ฟังชันมาเต้มจริงๆครับ," [[""ราคา"", ""neg"", ""เกือบ2ล้าน""], [""ฟังชัน"", ""pos"", ""มาเต็ม""]]"
ผมเห็นอยู่ในท่าเรือแหลมฉบังเมื่อกี้เพียบเลยเยอะมากๆ ตัวจริงสวยมากครับ ดูล้ำมากๆ,"[[""ท่าเรือ"", ""pos"", ""สวย""], [""ท่าเรือ"", ""pos"", ""ดูล้ำ""]]"
ไฟท้ายโคตรสวย,"[""ไฟท้าย"", ""pos"", ""โคตรสวย""]"
ภายนอก H1 สวยกว่า,"[[""ภายนอก"", ""pos"", ""สวยกว่า""]]"
มองเริ่มสวยละ ดำก็สวย ดุดิบดี แต่ไฟในห้องมันสว่างไป สะท้อนเยอะ,"[[""มองเริ่ม"", ""pos"", ""สวย""], [""ดำ"", ""pos"", ""สวย""], [""ดุดิบดี"", ""pos"", ""[]""], [""ไฟในห้อง"", ""neg"", ""สว่างไป""], [""สะท้อน"", ""neg"", ""เยอะ""]]"
มันโดนจัยจิงๆคับ," [["""", ""pos"", ""โดนจัยจิงๆ""]]"
มาเจสตี้มีสะเทือนจริงๆน่าใช้มากๆ ออพชั่นโคตรเต็ม," [[""มาเจสตี้"", ""pos"", ""สสะเทือน"", ""โคตรเต็ม""]]"
ยอมรับว่าดีนิ่ม,"[[""ความนุ่ม"", ""pos"", ""ดี""]]"
ยี้ห้อนี้นิ่มมากผมเคยนั่งช่วงล่างดี," [[""ยี้ห้อ"", ""pos"", ""นิ่ม""], [""ช่วงล่าง"", ""pos"", ""ดี""]]"
รถตะวันตกจะขายไม่ออก เอเชียถูกดีกว่ามีบริการมีศูนย์มีอะไหล่ เครมเร็ว," [[""รถตะวันตก"", ""neg"", ""ขายไม่ออก""],[""เอเชีย"", ""pos"", ""ถูกดีกว่า""],[""บริการ"", ""pos"", ""มีบริการ""],[""ศูนย์"", ""pos"", ""มีศูนย์""],[""อะไหล่"", ""pos"", ""มีอะไหล่""],[""เครม"", ""pos"", ""เร็ว""]]"
รถสำหรับคนที่มีบุคลิคใจเย็นน่าสนใจมาก,"[""รถ"", ""pos"", ""น่าสนใจ""]"
ล้ำไปเกินโลกชอบๆๆมาก," [[""ล้ำไปเกินโลก"", ""pos"", ""ชอบๆๆมาก""]]"
ล้ำมากๆครับ สวยมากๆ,"[[""ล้ำ"", ""pos"", ""ล้ำมากๆ""], [""สวย"", ""pos"", ""สวยมากๆ""]]"
วันนี้ผมพึ่งเห็นคันจริงขับบนถนนที่เกาหลีสวยมากกกกก,"[[""คัน"", ""pos"", ""สวยมากกกกก""]]"
แววแรกสวยนะครับชอบ,"[[""แววแรก"", ""pos"", ""สวย""],[""ชอบ"", ""pos"", """"]]"
สวย งาม ล้ำ ครบ,"[""สวย"", ""pos"", ""สวย""], [""งาม"", ""pos"", ""งาม""], [""ล้ำ"", ""pos"", ""ล้ำ""], [""ครบ"", ""pos"", ""ครบ""]"
สวยครับ สวยหน้าใช้งาน รถครอบครัว รอดูทดสอบครับ,"[[""สวย"", ""pos"", []], [""สวยหน้าใช้งาน"", ""pos"", []], [""รถครอบครัว"", ""pos"", []], [""รอดูทดสอบ"", ""pos"", []]]"
สวยครับถือว่าล้ำหน้ามาก ดีไซน์สวย เข้ากับยุคทีจะเข้ารถยนต์ไฟฟ้า,"[[""สวย"", ""pos"", ""ล้ำหน้า""], [""ดีไซน์"", ""pos"", ""สวย""], [""เข้ากับยุค"", ""pos"", ""ทีจะเข้ารถยนต์ไฟฟ้า""]]"
สวยค่ะ ชอบๆ รอถูกรางวัลที่หนึ่ง จัดแน่1คัน,"[[], ""pos"", ""สวย""], [""รอถูกรางวัลที่หนึ่ง"", ""pos"", ""จัดแน่1คัน""]"
สวยคัพ,"[""ดีไซน์"", ""pos"", ""สวย""]"
สวยจ้า ราคาจับต้องได้,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ราคา"", ""pos"", ""จับต้องได้""]]"
สวยแจ่ม...คุ้มค่าการใช้งาน..ไม่เหมือนใคร,"[[""ดีไซน์"", ""pos"", [""สวยแจ่ม"", ""ไม่เหมือนใคร""]], [""การใช้งาน"", ""pos"", ""คุ้มค่า""]]"
สวยดูดีจัดอ๊อฟชั่นจัดเต็มไม่กั๊กเหมือนเจ้าตลาด,"[["""", ""pos"", ""สวยดูดี""], [""อ๊อฟชั่น"", ""pos"", ""จัดเต็ม""], [""ไม่กั๊ก"", ""pos"", ""เหมือนเจ้าตลาด""]]"
สวยดูแปลกโดดเด่น ดูไฮเทค,"[[""สวยดูแปลกโดดเด่น"", ""pos"", ""สวยดูแปลกโดดเด่น""], [""ดูไฮเทค"", ""pos"", ""ดูไฮเทค""]]"
สวยแปลกล้ำดีนะ เหมือนปรีอุสตอนออกใหม่ๆใครก็ว่าบ้า มาตอนนี้มันก็สวยดี,"[[""สวยแปลกล้ำ"", ""pos"", ""สวยแปลกล้ำ""], [""เหมือนปรีอุสตอนออกใหม่ๆ"", ""neg"", ""บ้า""], [""มาตอนนี้มันก็สวยดี"", ""pos"", ""สวยดี""]]"
สวยล้ำหาตัวเปรียบยากมากในราคานี้ เจ้าตลาดยกให้เลยในรถราคานี้,"[[""สวยล้ำ"", ""pos"", ""สวยล้ำหาตัวเปรียบยากมาก""], [""เจ้าตลาด"", ""pos"", ""ยกให้เลยในรถ""]]"
สุดจัดครับ,"[[""รถ"", ""pos"", ""สุดจัด""]]"
สุดในยุคแล้วคันนี้,"[[""รถ"", ""pos"", ""สุดในยุค""]]"
หน้าตาก็ล้ำแล้ว แถมยังน่าใช้มากครับ สุดยอด,"[[""หน้าตา"", ""pos"", ""ล้ำ""],[""น่าใช้"", ""pos"", ""มากครับ""]]"
เห็นตัวรถแล้วเห็นราคาเหมาะสมกับเงินที่จ่ายแต่ชอบมากตอนพับเบาะแล้วนอนได้นี่แหละเอาไป4ดาว,"[[], ""pos"", ""เหมาะสม""], [""ตัวรถ"", ""pos"", ""ชอบ""], [""พับเบาะ"", ""pos"", ""นอนได""]]"
แหวกดีชอบๆ,"[""การออกแบบ"", ""pos"", [""แหวกดี"", ""ชอบ""]]"
อยากได้มาก น่าใช้ แถว 4 พับไปเลย ใส่ของได้สบายๆ,"[[""น่าใช้"", ""pos"", ""มาก""],[""แถว 4"", ""pos"", ""พับไปเลย""],[""ใส่ของได้สบายๆ"", ""pos"", """"]]"
อยากได้สวยมากค่า หม้อทอดไร้น้ำมันติดล้อ," [[""สวย"", ""pos"", ""สวยมาก""], [""หม้อทอดไร้น้ำมัน"", ""pos"", ""ไร้น้ำมันติดล้อ""]]"
อะไรที่เป็นของใหม่สวยหมดครับ,"[""ของใหม่"", ""pos"", ""สวย""]"
เอาน่ะรุ่นนี้ได้เลยน่ะ สวยดี ดูไม่แก่,"[[""รุ่น"", ""pos"", ""ดี""], [""สวย"", ""pos"", ""ดี""], [""ดูไม่แก่"", ""pos"", """"]]"
"เ,ปลี่ยนไฟท้ายเหอะเอาไอ้มุมแหลมๆด้านล่างออกไปซะเถอะขอร้อง"," [[""ไฟท้าย"", ""pos"", ""แหลมๆด้านล่าง""]], [[""ไฟท้าย"", ""neg"", ""แหลมๆด้านล่าง""]]"
กระจกไตรทั่นใหม่ก็ยังไม่ออโต้ครับ เสียดายมาก," [[""กระจกไตรทั่น"", ""neg"", ""มาก""], [""ออโต้"", ""neg"", """"]]"
ขับดีมากครับและประหยัดมากครับ ผมออกมาละ ผมอยู่จ.เลยแต่จองรถที่ กทม. ทั้งที่ไม่ได้ลองขับและไม่เห็นตัวจริงพอวันที่เซลล์ขับไปส่งที่บ้านเห็นตัวจริงโคตรล่อ เชลล์แต่งได้ถูกใจมาก ใครมองอยู่รับรองไม่ผิดหวังและพอได้ขับดูยิ่งหลงรัก,"[[""ขับ"", ""pos"", ""ดีมาก""], [""ประหยัด"", ""pos"", ""มาก""], [], [""เซลล์"", ""pos"", ""แต่งได้ถูกใจมาก""], [""ใครมองอยู่"", ""pos"", ""ไม่ผิดหวัง""], [""พอได้ขับดู"", ""pos"", ""หลงรัก""]]"
ขับสนุกครับไม่อยากหยุดเลยขับทั้งวันยังได้ชอบๆ," [[""ขับ"", ""pos"", ""สนุก""], [""ไม่อยากหยุด"", ""pos""], [""ขับทั้งวัน"", ""pos"", ""ชอบๆ""]]"
ขาดแพนเดิลชิบอีกแล้ว ขาดๆเกินๆเรื่อยๆ ทำมาให้สมบูรณ์ เลย จะได้ขายกันแบบยาวๆ ตีองรอแพนเดิลชิบต่อ," [[""แพนเดิลชิบ"", ""neg"", ""ขาด""], [""แพนเดิลชิบ"", ""neg"", ""ขาดๆเกินๆ""], [""แพนเดิลชิบ"", ""pos"", ""ทำมาให้สมบูรณ์""], [""แพนเดิลชิบ"", ""pos"", ""ต่อ""]]"
คันจริงสวยนะส่วนตัวผมใหญ่พอกับฟอร์ดเลยยิ่งสีดำยิ่งดูบึกบึน,"[[""คันจริง"", ""pos"", ""สวย""],[""ตัว"", ""pos"", ""ใหญ่พอกับฟอร์ด""],[""ยิ่งสีดำยิ่งดูบึกบึน"", ""pos"", """"]]"
เคยใช้ไทรทันคันนึงเกือบเจ็ดปีชอบช่วงล่างมันมากแต่รุ่นนี้รับหน้าตามันไม่ได้จริงๆออกแบบได้ทุเรศมากยังไม่ชินตาสักที รีโว่ดูสวยขึ้นมาทันที,"[[""ไทรทัน"", ""pos"", ""ช่วงล่าง""], [""ไทรทัน"", ""neg"", ""รับหน้า""], [""ไทรทัน"", ""neg"", ""ออกแบบ""], [""รีโว่"", ""pos"", ""สวย""]]"
เครื่อง ช่วงล่างเยี่ยม ทนทานจี๊ดจ๊าด แต่ภายในโบราณไปไหม ล้านกว่าเบรคมือยังโบราณอยู่เลย แล้วแต่คนชอบละ,"[[""เครื่อง"", ""pos"", ""เยี่ยม"", ""ทนทาน""], [""ภายใน"", ""neg"", ""โบราณ""], [""เบรคมือ"", ""neg"", ""โบราณ""]]"
จริงๆแล้วรถดี แต่บริษัทวางแผน การตลาด ออกรถผิดที่ ผิดแผน ผิดเวลา แล้วไปเอาตัวรอง กับตัวเกรดต่ำๆออกมาก่อน แทนที่จะเอา ตัวทอป ออกมาชนกับค่ายอื่นๆ แปลก รถถึงจะดีอย่างไร แต่ออกมาไม่ทันเพื่อน ช้ากว่าเขา ยอดจำหน่ายก็ต้องเป็นแบบนี้ แถมหน้าตา ก็ไม่คมคายด้วย ถึงจะดีก็ไม่ดก แล้วตำหนิอย่างแรง แพนดดิลชิบ ที่คอพวงมาลัย มันแพงใช่ไหม ถึงให้มาไม่ได้ อย่างอื่นออกมาเต็ม แต่มาขาดๆเกินๆสิ่งเล็กๆน้อย แบบนี้และ ที่ยอดไม่เปลี้ยงปลาง อยู่แบบนี้ ของที่สมควรให้มา แต่กลับไม่ให้ อันที่ไม่ต้องมี กลับใส่มาให้ แปลกแค่จริง มิสซูฯ,"[[""รถ"", ""pos"", ""ดี""], [""การตลาด"", ""neg"", ""วางแผน"", ""ผิดที่"", ""ผิดแผน"", ""ผิดเวลา""], [""ตัวรอง"", ""neg"", ""เกรดต่ำๆ""], [""ตัวทอป"", ""pos""], [""ค่ายอื่นๆ"", ""pos""], [""หน้าตา"", ""neg"", ""ไม่คมคาย""], [""แพนดดิลชิบ"", ""neg"", ""คอพวงมาลัย""], [""ยอดจำหน่าย"", ""neg"", ""ไม่เปลี้ยงปลาง""], [""สิ่งเล็กๆน้อย"", ""neg""]]"
"เจอตัวนี้เข้าไปกระบะในใทยมีหนาวๆน่ะคับเรืองเทคโนโลยี เกีย,เครือง,ระบบขับเคลื่อน,ช้วงล่าง, เสียดายเรืองหน้าตาครับ","[[""เครือง"", ""pos"", ""เทคโนโลยี""], [""ระบบขับเคลื่อน"", ""pos"", ""ช้วงล่าง""], [""หน้าตา"", ""neg"", """"]]"
ชอบมิตซูบิชิขับดีเวลาเข้าศูนย์บริการกากมากยังกะไปขออแดก," [[""มิตซูบิชิ"", ""pos"", ""ชอบขับดี""], [""เวลาเข้าศูนย์"", ""neg"", ""กากมาก""], [""บริการ"", ""neg"", ""ยังกะไปขออแดก""]]"
ชอบๆรุ่นนี้เครื่องอลูมิเนียมใฮเปอ," [[""เครื่อง"", ""pos"", ""อลูมิเนียม""], [""ใฮเปอ"", ""pos"", """"]]"
ดูๆ อยู่  ว่าจะเอารึป่าวรุ่นนี้   ชอบเครื่องยนต์,"[[""ดูๆ"", ""pos"", ""ชอบเครื่องยนต์""]]"
ตั้งแต่เห็น ไตตันมา รุ่นนี้สวยที่สุดละไม่ชอบทรงใบไม้," [[""ไตตันมา"", ""pos"", ""สวยที่สุด""], [""ทรงใบไม้"", ""neg"", ""ไม่ชอบ""]]"
ถามหน่อย Design แบบนี้ ทรงโบราณแบบนี้ ใครจะซื้อ,"[""Design"", ""neg"", [""ทรงโบราณ""]], [""ทรงโบราณ"", ""neg"", []]"
"ทำไมคลิปนี้ตัวรถมันสวยจังวะ โดยเฉพาะตำแหน่งไฟ 3 ดวงดูดีมาก ๆ
ทรงเบาะดูน่าจะนั่งสบาย ภายในน่าใช้มากครับ","[""ตัวรถ"", ""pos"", ""สวยจัง""], [""ตำแหน่งไฟ 3 ดวง"", ""pos"", ""ดูดีมาก""], [""ทรงเบาะ"", ""pos"", ""น่าจะนั่งสบาย""], [""ภายใน"", ""pos"", ""น่าใช้""]"
เท่าที่ผมลองจับมาไม่ว่า Triton หรือ Pajero เหมือนmitsubishiชอบทำโช๊คไว้เผื่อกับน้ำหนักรวมของคนและของ นั่ง4คนพร้อมแบกของช่วงล่างจะแน่นหนึบพอดีเลย,"[[""Triton"", ""pos"", ""โช๊ค""], [""Pajero"", ""pos"", ""โช๊ค""], [""ช่วงล่าง"", ""pos"", ""แน่นหนึบพอดี""]]"
โบคู่ไม่ได้แรงขึ้นมาเท่าไร แต่ทำไมกินน้ำมันมากกว่าตัวโบเดี่ยวเยอะจัง," [[""โบคู่"", ""neg"", ""ไม่ได้แรงขึ้นมาเท่าไร""], [""โบคู่"", ""neg"", ""กินน้ำมันมากกว่าตัวโบเดี่ยวเยอะจัง""]]"
ปรบมือให้กับ Mitsubishi Triton ใหม่ Single Cab ขับเคลื่อน 4 ล้อ หน่อยครับ กระบะเปล่าแต่นุ่มครับ เหนือกว่า Toyota Hilux Revo Standard Cab ครับ พี่เต้ย,"[""Mitsubishi Triton Single Cab"", ""pos"", ""นุ่ม""],[""Toyota Hilux Revo Standard Cab"", ""neg"", []]"
เป็นหัวเดี่ยวที่มี iso fix ด้วยน้า,"[""iso fix"",""pos"",""มีด้วย""]"
เปิดตัวทีหลัง ออฟชั่นก็ตามหลังเขาด้วย เฮ้ออ !! ขอให้ขายดีมีคนซื้อเยอะๆน่ะครับ เอาใจช่วย แต่ไม่ซื้อ !!,"[[""ออฟชั่น"", ""neg"", ""ตามหลัง""], [""ขายดี"", ""pos"", ""เยอะๆ""], [""เอาใจช่วย"", ""pos"", ""[]""]]"
ไปดูคันจริงสีส้มสวยมากๆ ภายดูดีสุดๆเลย ยิ่งเบาะนั่งนุ่มมาก,"[[""สีส้ม"", ""pos"", ""สวยมากๆ""],[""ภาย"", ""pos"", ""ดีสุดๆเลย""],[""เบาะนั่ง"", ""pos"", ""นุ่มมาก""]]"
ไปลองมามีอย่างเดียวที่ชอบคือเก็บเสียงดี นอกนั้นคือเฉยๆ ไม่ได้ดีเด่กว่าเพื่อนอะไรมากมาย แต่ที่รับไม่ได้คือล้านสามแล้ว แต่ยังไม่มี Acc stop&go ถ้าราคาแบบนี้หน้าตาแบบนี้ ไป ranger wildtrack ดีกว่า,"[[""เก็บเสียง"", ""pos"", ""ดี""], [""Acc stop&go"", ""neg"", ""ไม่มี""], [""หน้าตา"", ""neg"", ""แบบนี้""], [""Ranger wildtrack"", ""pos"", ""ดีกว่า""]]"
ผมเกลียดดีไซน์จอที่มันโผล่ขึ้นมาแบบนี้จังเลยครับ เป็นอีกเหตุผลนึงที่ไม่ซื้อรถที่ดีไซน์แบบนี้ ความรู้สึกส่วนตัว,"[[""ดีไซน์"", ""neg"", ""โผล่ขึ้นมา""], [""ดีไซน์"", ""neg"", ""แบบนี้""]]"
พี่จะดีจะทนแค่ไหนถ้าหน้าตาหมาไม่แดกก็ขายไม่ออกครับ  ไม่ต้องห่วงครับบ้านผมใช้รุ่นก่อนเปลี่ยนโฉม  แฟนบอยมิตซูเลยหล่ะ  ทนจริงแรงจริงหนึบจริง แต่รุ่นนี้หน้าตาไม่ผ่านแบบจริงๆ  ขี้เหร่เลยแหละ,"[[""พี่"", ""pos"", ""ดี"", ""ทน""], [""หน้าตาหมา"", ""neg"", ""แดก""], [""บ้าน"", ""pos"", ""ใช้รุ่นก่อน""], [""แฟนบอยมิตซู"", ""pos"", ""มิตซู""], [""รุ่นนี้"", ""neg"", ""หน้าตาไม่ผ่าน""], [""ขี้เหร่"", ""neg"", ""เลย""]]"
ไฟท้ายพาวายวอด,"[""ไฟท้ายพาวาย"", ""neg"", ""วอด""]"
