text,label
สรุป SET100 วันนี้ GPSC บวกสูงสุด 7%,<SYMBOL> GPSC <OPINION> บวกสูงสุด <POS>
EGCO ปลื้ม! นักลงทุนตอบรับ “กรีนบอนด์” ดีเยี่ยม ยอดจองเกินเป้า 3 เท่าตัว,<SYMBOL> EGCO <ASPECT> นักลงทุนตอบรับ <OPINION> ปลื้ม <POS>
EGCO ปลื้ม! นักลงทุนตอบรับ “กรีนบอนด์” ดีเยี่ยม ยอดจองเกินเป้า 3 เท่าตัว,<SYMBOL> EGCO <ASPECT> นักลงทุนตอบรับ <OPINION> ดีเยี่ยม <POS>
EGCO ปลื้ม! นักลงทุนตอบรับ “กรีนบอนด์” ดีเยี่ยม ยอดจองเกินเป้า 3 เท่าตัว,<SYMBOL> EGCO <ASPECT> ยอดจอง <OPINION> เกินเป้า <POS>
ASW จับตางบ Q3 กำไรแตะ 181 ล้าน พร้อมลุ้น Q4 เด่นต่อ โบรกแนะซื้อเป้า 10 บาท,<SYMBOL> ASW <ASPECT> งบ <OPINION> กำไร <POS>
ASW จับตางบ Q3 กำไรแตะ 181 ล้าน พร้อมลุ้น Q4 เด่นต่อ โบรกแนะซื้อเป้า 10 บาท,<SYMBOL> ASW <ASPECT> กำไร <OPINION> แตะ <POS>
ASW จับตางบ Q3 กำไรแตะ 181 ล้าน พร้อมลุ้น Q4 เด่นต่อ โบรกแนะซื้อเป้า 10 บาท,<SYMBOL> ASW <ASPECT> Q4 <OPINION> เด่นต่อ <POS>
สรุปกระดานรายใหญ่เช้านี้ AP มูลค่าสูงสุด 177 ล้านบาท,<SYMBOL> AP <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 เช้านี้ VGI บวกสูงสุด 28 ล้านบาท,<SYMBOL> VGI <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
ONEE บวก 3 วันพุ่ง 10% ลุ้นกำไร Q3 โต รับรายได้อีเวนต์ โบรกชูเป้า 5.90 บ.,<SYMBOL> ONEE <OPINION> พุ่ง <POS>
ONEE บวก 3 วันพุ่ง 10% ลุ้นกำไร Q3 โต รับรายได้อีเวนต์ โบรกชูเป้า 5.90 บ.,<SYMBOL> ONEE <ASPECT> กำไร <OPINION> โต <POS>
ONEE บวก 3 วันพุ่ง 10% ลุ้นกำไร Q3 โต รับรายได้อีเวนต์ โบรกชูเป้า 5.90 บ.,<SYMBOL> ONEE <ASPECT> รายได้ <OPINION> รับ <POS>
ITC วิ่งต่อ 4% โบรกอัพเป้าใหม่ 24 บ. ลุ้น Q4 โตต่อ รับยอดขายฟื้น-ต้นทุนลด,<SYMBOL> ITC <OPINION> วิ่งต่อ <POS>
ITC วิ่งต่อ 4% โบรกอัพเป้าใหม่ 24 บ. ลุ้น Q4 โตต่อ รับยอดขายฟื้น-ต้นทุนลด,<SYMBOL> ITC <ASPECT> Q4 <OPINION> โตต่อ <POS>
ITC วิ่งต่อ 4% โบรกอัพเป้าใหม่ 24 บ. ลุ้น Q4 โตต่อ รับยอดขายฟื้น-ต้นทุนลด,<SYMBOL> ITC <ASPECT> ยอดขาย <OPINION> ฟื้น <POS>
ITC วิ่งต่อ 4% โบรกอัพเป้าใหม่ 24 บ. ลุ้น Q4 โตต่อ รับยอดขายฟื้น-ต้นทุนลด,<SYMBOL> ITC <ASPECT> ต้นทุน <OPINION> ลด <POS>
NEX แรลลี่ 3 วันพุ่ง 16% แย้มโค้งท้ายสดใส มั่นใจดันผลงานปีนี้ “นิวไฮ”,<SYMBOL> NEX <OPINION> แรลลี่ <POS>
NEX แรลลี่ 3 วันพุ่ง 16% แย้มโค้งท้ายสดใส มั่นใจดันผลงานปีนี้ “นิวไฮ”,<SYMBOL> NEX <OPINION> พุ่ง <POS>
NEX แรลลี่ 3 วันพุ่ง 16% แย้มโค้งท้ายสดใส มั่นใจดันผลงานปีนี้ “นิวไฮ”,<SYMBOL> NEX <ASPECT> ผลงาน <OPINION> มั่นใจดัน <POS>
NEX แรลลี่ 3 วันพุ่ง 16% แย้มโค้งท้ายสดใส มั่นใจดันผลงานปีนี้ “นิวไฮ”,<SYMBOL> NEX <ASPECT> ผลงาน <OPINION> นิวไฮ <POS>
XO บวก 2% ทะลุเป้า 33 บาท ย้ำยอดขายปีนี้โต 30% ดันกำไรแตะ 636 ล้านบาท,<SYMBOL> XO <OPINION> บวก <POS>
XO บวก 2% ทะลุเป้า 33 บาท ย้ำยอดขายปีนี้โต 30% ดันกำไรแตะ 636 ล้านบาท,<SYMBOL> XO <ASPECT> เป้า <OPINION> ทะลุ <POS>
XO บวก 2% ทะลุเป้า 33 บาท ย้ำยอดขายปีนี้โต 30% ดันกำไรแตะ 636 ล้านบาท,<SYMBOL> XO <ASPECT> ยอดขาย <OPINION> โต <POS>
XO บวก 2% ทะลุเป้า 33 บาท ย้ำยอดขายปีนี้โต 30% ดันกำไรแตะ 636 ล้านบาท,<SYMBOL> XO <ASPECT> กำไร <OPINION> ดัน <POS>
XO บวก 2% ทะลุเป้า 33 บาท ย้ำยอดขายปีนี้โต 30% ดันกำไรแตะ 636 ล้านบาท,<SYMBOL> XO <ASPECT> กำไร <OPINION> แตะ <POS>
BGRIM ควง GPSC วิ่งคึก 3 วันติด! จับตางบ Q3 หรู ต้นทุนก๊าซลด ดันกำไรพุ่ง,<SYMBOL> BGRIM <OPINION> วิ่งคึก <POS>
BGRIM ควง GPSC วิ่งคึก 3 วันติด! จับตางบ Q3 หรู ต้นทุนก๊าซลด ดันกำไรพุ่ง,<SYMBOL> GPSC <OPINION> วิ่งคึก <POS>
BGRIM ควง GPSC วิ่งคึก 3 วันติด! จับตางบ Q3 หรู ต้นทุนก๊าซลด ดันกำไรพุ่ง,<SYMBOL> BGRIM <ASPECT> งบ <OPINION> หรู <POS>
BGRIM ควง GPSC วิ่งคึก 3 วันติด! จับตางบ Q3 หรู ต้นทุนก๊าซลด ดันกำไรพุ่ง,<SYMBOL> GPSC <ASPECT> งบ <OPINION> หรู <POS>
BGRIM ควง GPSC วิ่งคึก 3 วันติด! จับตางบ Q3 หรู ต้นทุนก๊าซลด ดันกำไรพุ่ง,<SYMBOL> BGRIM <ASPECT> ต้นทุน <OPINION> ลด <POS>
BGRIM ควง GPSC วิ่งคึก 3 วันติด! จับตางบ Q3 หรู ต้นทุนก๊าซลด ดันกำไรพุ่ง,<SYMBOL> BGRIM <ASPECT> กำไร <OPINION> พุ่ง <POS>
MCA วิ่งต่อ 4% ย้ำรายได้ Q3 สดใสรับเศรษฐกิจฟื้น ลุ้นงาน “เป๊ปซี่-โคล่า” ดันผลงานโตต่อ,<SYMBOL> MCA <OPINION> วิ่งต่อ <POS>
MCA วิ่งต่อ 4% ย้ำรายได้ Q3 สดใสรับเศรษฐกิจฟื้น ลุ้นงาน “เป๊ปซี่-โคล่า” ดันผลงานโตต่อ,<SYMBOL> MCA <ASPECT> รายได้ <OPINION> ย้ำ <POS>
MCA วิ่งต่อ 4% ย้ำรายได้ Q3 สดใสรับเศรษฐกิจฟื้น ลุ้นงาน “เป๊ปซี่-โคล่า” ดันผลงานโตต่อ,<SYMBOL> MCA <ASPECT> รายได้ <OPINION> สดใส <POS>
MCA วิ่งต่อ 4% ย้ำรายได้ Q3 สดใสรับเศรษฐกิจฟื้น ลุ้นงาน “เป๊ปซี่-โคล่า” ดันผลงานโตต่อ,<SYMBOL> MCA <ASPECT> เศรษฐกิจ <OPINION> ฟื้น <POS>
MCA วิ่งต่อ 4% ย้ำรายได้ Q3 สดใสรับเศรษฐกิจฟื้น ลุ้นงาน “เป๊ปซี่-โคล่า” ดันผลงานโตต่อ,<SYMBOL> MCA <ASPECT> ผลงาน <OPINION> โตต่อ <POS>
จับตา SMT เด้ง! รับแผนซื้อหุ้นคืน 55 ล้านหุ้น วงเงิน 250 ลบ.,<SYMBOL> SMT <ASPECT> ซื้อหุ้นคืน <OPINION> เด้ง <POS>
DIF เคาะปันผล 0.2264 บาท ขึ้น XD 14 พ.ย.66,<SYMBOL> DIF <ASPECT> ปันผล <OPINION> เคาะ <NEU>
BTS โชว์ยอดขาย “หุ้นกู้” ทะลุ 1.5 หมื่นล้าน ตอกย้ำความเชื่อมั่น,<SYMBOL> BTS <ASPECT> ยอดขาย <OPINION> โชว์ <POS>
สรุปกระดานรายใหญ่วันนี้ NRF มูลค่าสูงสุด102 ล้านบาท,<SYMBOL> NRF <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ BYD บวกสูงสุด 12%,<SYMBOL> BYD <OPINION> บวกสูงสุด <POS>
SAPPE ปิดพุ่ง 9% เก็งงบ Q3 นิวไฮ-อานิสงส์ “น้ำตาล” สินค้าควบคุม,<SYMBOL> SAPPE <ASPECT> ปิด <OPINION> พุ่ง <POS>
SAPPE ปิดพุ่ง 9% เก็งงบ Q3 นิวไฮ-อานิสงส์ “น้ำตาล” สินค้าควบคุม,<SYMBOL> SAPPE <ASPECT> งบ <OPINION> นิวไฮ <POS>
LPN รายได้อสังหาฯวูบ! กดกำไร Q3 เหลือ 103 ล้าน,<SYMBOL> LPN <ASPECT> รายได้ <OPINION> วูบ <NEG>
LPN รายได้อสังหาฯวูบ! กดกำไร Q3 เหลือ 103 ล้าน,<SYMBOL> LPN <ASPECT> กำไร <OPINION> กด <NEG>
สรุปกระดานรายใหญ่เช้านี้ BYD มูลค่าสูงสุด,<SYMBOL> BYD <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 เช้านี้ TIDLOR บวกสูงสุด 8%,<SYMBOL> TIDLOR <OPINION> บวกสูงสุด <POS>
TIDLOR ลุ้นกำไร Q3 เฉียดพันล้าน รับสินเชื่อรถยนต์-มอเตอไซค์พุ่ง,<SYMBOL> TIDLOR <ASPECT> กำไร <OPINION> เฉียด <POS>
TIDLOR ลุ้นกำไร Q3 เฉียดพันล้าน รับสินเชื่อรถยนต์-มอเตอไซค์พุ่ง,<SYMBOL> TIDLOR <ASPECT> สินเชื่อ <OPINION> พุ่ง <POS>
BA ปิดเด้ง 4% ลุ้นกำไร Q3 แตะ 1.7 พันล้าน รับไฮซีซั่นเกาะสมุย,<SYMBOL> BA <ASPECT> ปิด <OPINION> เด้ง <POS>
BA ปิดเด้ง 4% ลุ้นกำไร Q3 แตะ 1.7 พันล้าน รับไฮซีซั่นเกาะสมุย,<SYMBOL> BA <ASPECT> กำไร <OPINION> แตะ <POS>
JPARK ลั่น! ผลงาน Q4 โตต่อ รับรายได้บริการ “จอดรถ” พุ่ง,<SYMBOL> JPARK <ASPECT> ผลงาน <OPINION> โตต่อ <POS>
JPARK ลั่น! ผลงาน Q4 โตต่อ รับรายได้บริการ “จอดรถ” พุ่ง,<SYMBOL> JPARK <ASPECT> รายได้ <OPINION> พุ่ง <POS>
EA-NEX บวกคึก! อานิสงส์บอร์ด “อีวี” ไฟเขียวมาตรการ EV3.5,<SYMBOL> EA-NEX <OPINION> บวกคึก <POS>
GPSC บวก 3% ลุ้นกำไร Q3 โตรับต้นทุนลด-รฟฟ.ไซยะบุรีเข้าไฮซีซั่น,<SYMBOL> GPSC <ASPECT> กำไร <OPINION> บวก <POS>
GPSC บวก 3% ลุ้นกำไร Q3 โตรับต้นทุนลด-รฟฟ.ไซยะบุรีเข้าไฮซีซั่น,<SYMBOL> GPSC <ASPECT> กำไร <OPINION> โต <POS>
GPSC บวก 3% ลุ้นกำไร Q3 โตรับต้นทุนลด-รฟฟ.ไซยะบุรีเข้าไฮซีซั่น,<SYMBOL> GPSC <ASPECT> ต้นทุน <OPINION> ลด <POS>
สรุปกระดานรายใหญ่วันนี้ AAV มูลค่าสูงสุด 313 ล้านบาท,<SYMBOL> AAV <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ GUNKUL บวกสูงสุด 8%,<SYMBOL> GUNKUL <OPINION> บวกสูงสุด <POS>
COM7 วิ่ง 3% โบรกแนะ “ซื้อ” ชูเป้า 38.70 บาท ลุ้นกำไร Q3 แตะ 800 ล้าน,<SYMBOL> COM7 <OPINION> วิ่ง <POS>
COM7 วิ่ง 3% โบรกแนะ “ซื้อ” ชูเป้า 38.70 บาท ลุ้นกำไร Q3 แตะ 800 ล้าน,<SYMBOL> COM7 <ASPECT> กำไร <OPINION> แตะ <POS>
BE8 เด้งแรง 6% เก็งงบ Q3 นิวไฮ โบรกแนะซื้อเป้า 74 บ. อัพไซด์สูงเกิน 100%,<SYMBOL> BE8 <OPINION> เด้งแรง <POS>
BE8 เด้งแรง 6% เก็งงบ Q3 นิวไฮ โบรกแนะซื้อเป้า 74 บ. อัพไซด์สูงเกิน 100%,<SYMBOL> BE8 <ASPECT> งบ <OPINION> นิวไฮ <POS>
BE8 เด้งแรง 6% เก็งงบ Q3 นิวไฮ โบรกแนะซื้อเป้า 74 บ. อัพไซด์สูงเกิน 100%,<SYMBOL> BE8 <ASPECT> อัพไซด์ <OPINION> สูง <POS>
BYD ดีด 5% รับปรับโครงสร้างขึ้น “โฮลดิ้ง” เสริมการบริหารธุรกิจ,<SYMBOL> BYD <OPINION> ดีด <POS>
GUNKUL ดีดแรง 9% รับแผนควัก 1.12 พันล้าน ซื้อคืน 380 ล้านหุ้น,<SYMBOL> GUNKUL <OPINION> ดีดแรง <POS>
ORN บวก 3% โบรกชูเป้า 1.74 บาท มองกำไรปี 67 โตเด่น 44%,<SYMBOL> ORN <OPINION> บวก <POS>
ORN บวก 3% โบรกชูเป้า 1.74 บาท มองกำไรปี 67 โตเด่น 44%,<SYMBOL> ORN <ASPECT> กำไร <OPINION> โตเด่น <POS>
โบรกเชียร์ “ซื้อ” PLANB ชูเป้า 10.70 บ. ลุ้นกำไร Q3 แตะ 240 ล้าน รับโฆษณานอกบ้านหนุน,<SYMBOL> WHA <ASPECT> จัดเรตติ้ง <OPINION> ปลื้ม <POS>
WHA ปลื้ม “ทริส” จัดเรตติ้ง A- แนวโน้ม “คงที่” สะท้อนผลงานโตแกร่ง,<SYMBOL> WHA <ASPECT> แนวโน้ม <OPINION> คงที่ <NEU>
WHA ปลื้ม “ทริส” จัดเรตติ้ง A- แนวโน้ม “คงที่” สะท้อนผลงานโตแกร่ง,<SYMBOL> WHA <ASPECT> ผลงาน <OPINION> โตแกร่ง <POS>
NCL เด้งชนซิลลิ่ง! หลังฟลอร์ 3 วันติด ผู้บริหารย้ำธุรกิจเดินหน้าตามแผน-ฐานะการเงินปกติ,<SYMBOL> NCL <ASPECT> ซิลลิ่ง <OPINION> เด้งชน <POS>
NCL เด้งชนซิลลิ่ง! หลังฟลอร์ 3 วันติด ผู้บริหารย้ำธุรกิจเดินหน้าตามแผน-ฐานะการเงินปกติ,<SYMBOL> NCL <OPINION> ฟลอร์ <NEG>
NCL เด้งชนซิลลิ่ง! หลังฟลอร์ 3 วันติด ผู้บริหารย้ำธุรกิจเดินหน้าตามแผน-ฐานะการเงินปกติ,<SYMBOL> NCL <ASPECT> แผน <OPINION> เดินหน้า <POS>
NCL เด้งชนซิลลิ่ง! หลังฟลอร์ 3 วันติด ผู้บริหารย้ำธุรกิจเดินหน้าตามแผน-ฐานะการเงินปกติ,<SYMBOL> NCL <ASPECT> ฐานะการเงิน <OPINION> ปกติ <NEU>
JPARK วิ่ง 4 วันพุ่ง 15% โบรกเชียร์ “ซื้อ” เป้า 6.40 บาท อัพไซด์พุ่ง 44%,<SYMBOL> JPARK <OPINION> วิ่ง <POS>
JPARK วิ่ง 4 วันพุ่ง 15% โบรกเชียร์ “ซื้อ” เป้า 6.40 บาท อัพไซด์พุ่ง 44%,<SYMBOL> JPARK <ASPECT> โบรกเชียร์ <OPINION> ซื้อ <POS>
JPARK วิ่ง 4 วันพุ่ง 15% โบรกเชียร์ “ซื้อ” เป้า 6.40 บาท อัพไซด์พุ่ง 44%,<SYMBOL> JPARK <ASPECT> อัพไซด์ <OPINION> พุ่ง <POS>
จับตา GUNKUL ดีดบวก! รับแผนซื้อหุ้นคืน 380 ล้านหุ้น วงเงิน 1.12 พันลบ.,<SYMBOL> GUNKUL <OPINION> จับตา <POS>
จับตา GUNKUL ดีดบวก! รับแผนซื้อหุ้นคืน 380 ล้านหุ้น วงเงิน 1.12 พันลบ.,<SYMBOL> GUNKUL <OPINION> ดีดบวก <POS>
ADVANC คู่แข่งลด-ค่าใช้จ่ายหาย,<SYMBOL> ADVANC <ASPECT> คู่แข่ง <OPINION> ลด <POS>
ADVANC คู่แข่งลด-ค่าใช้จ่ายหาย,<SYMBOL> ADVANC <ASPECT> ค่าใช้จ่าย <OPINION> หาย <POS>
BCP กำไรโดด..ราคาหุ้นเด่น.!,<SYMBOL> BCP <ASPECT> กำไร <OPINION> โดด <POS>
BCP กำไรโดด..ราคาหุ้นเด่น.!,<SYMBOL> BCP <ASPECT> ราคาหุ้น <OPINION> เด่น <POS>
สรุปกระดานรายใหญ่วันนี้ BBL มูลค่าสูงสุด 69 ล้านบาท,<SYMBOL> BBL <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 วันนี้ ACE บวกสูงสุด 6%,<SYMBOL> ACE <OPINION> บวกสูงสุด <POS>
CSR รายได้ธุรกิจสนามกอล์ฟพุ่ง ดันกำไร Q3 โต 30% แตะ 13 ล้าน,<SYMBOL> CSR <ASPECT> รายได้ <OPINION> พุ่ง <POS>
CSR รายได้ธุรกิจสนามกอล์ฟพุ่ง ดันกำไร Q3 โต 30% แตะ 13 ล้าน,<SYMBOL> CSR <ASPECT> กำไร <OPINION> ดัน <POS>
CSR รายได้ธุรกิจสนามกอล์ฟพุ่ง ดันกำไร Q3 โต 30% แตะ 13 ล้าน,<SYMBOL> CSR <ASPECT> กำไร <OPINION> โต <POS>
CSR รายได้ธุรกิจสนามกอล์ฟพุ่ง ดันกำไร Q3 โต 30% แตะ 13 ล้าน,<SYMBOL> CSR <ASPECT> กำไร <OPINION> แตะ <POS>
META ปิดดีลเพิ่มทุน “RO” รับเงิน 95 ล้านบาท เดินหน้าก่อสร้างโรงไฟฟ้า,<SYMBOL> META <ASPECT> ทุน <OPINION> เพิ่ม <POS>
TRP วิ่ง 2% โบรกชูพื้นฐานแกร่ง-ศักยภาพโตสูง ลุ้นโชว์กำไร Q3 ฟื้นเด่น,<SYMBOL> TRP <OPINION> วิ่ง <POS>
TRP วิ่ง 2% โบรกชูพื้นฐานแกร่ง-ศักยภาพโตสูง ลุ้นโชว์กำไร Q3 ฟื้นเด่น,<SYMBOL> TRP <ASPECT> โบรกชู <OPINION> แกร่ง <POS>
TRP วิ่ง 2% โบรกชูพื้นฐานแกร่ง-ศักยภาพโตสูง ลุ้นโชว์กำไร Q3 ฟื้นเด่น,<SYMBOL> TRP <ASPECT> ศักยภาพ <OPINION> โตสูง <POS>
TRP วิ่ง 2% โบรกชูพื้นฐานแกร่ง-ศักยภาพโตสูง ลุ้นโชว์กำไร Q3 ฟื้นเด่น,<SYMBOL> TRP <ASPECT> กำไร <OPINION> ลุ้นโชว์ <POS>
TRP วิ่ง 2% โบรกชูพื้นฐานแกร่ง-ศักยภาพโตสูง ลุ้นโชว์กำไร Q3 ฟื้นเด่น,<SYMBOL> TRP <ASPECT> Q3 <OPINION> ฟื้นเด่น <POS>
SA จ่ายหนี้หุ้นกู้ตามนัด 400 ล้านบาท,<SYMBOL> SA <ASPECT> หนี้หุ้นกู้ <OPINION> จ่าย <POS>
INTUCH โชว์กำไร Q3 โต 32% ทะลุ 3.3 พันล้าน รับรายได้ขายอุปกรณ์-ส่วนแบ่ง AIS พุ่ง,<SYMBOL> INTUCH <ASPECT> กำไร <OPINION> โชว์ <POS>
INTUCH โชว์กำไร Q3 โต 32% ทะลุ 3.3 พันล้าน รับรายได้ขายอุปกรณ์-ส่วนแบ่ง AIS พุ่ง,<SYMBOL> INTUCH <ASPECT> กำไร <OPINION> โต <POS>
INTUCH โชว์กำไร Q3 โต 32% ทะลุ 3.3 พันล้าน รับรายได้ขายอุปกรณ์-ส่วนแบ่ง AIS พุ่ง,<SYMBOL> INTUCH <ASPECT> กำไร <OPINION> ทะลุ <POS>
INTUCH โชว์กำไร Q3 โต 32% ทะลุ 3.3 พันล้าน รับรายได้ขายอุปกรณ์-ส่วนแบ่ง AIS พุ่ง,<SYMBOL> INTUCH <ASPECT> รายได้ <OPINION> พุ่ง <POS>
ITC โบรกแนะนำซื้อเป้า 30 บ. ลุ้นไตรมาส 4/66 กำไรแตะ 800 ล้าน ดันทั้งปีนี้ 2 พันล้าน,<SYMBOL> ITC <ASPECT> โบรกแนะนำ <OPINION> ซื้อ <POS>
ITC โบรกแนะนำซื้อเป้า 30 บ. ลุ้นไตรมาส 4/66 กำไรแตะ 800 ล้าน ดันทั้งปีนี้ 2 พันล้าน,<SYMBOL> ITC <OPINION> ลุ้น <POS>
ITC โบรกแนะนำซื้อเป้า 30 บ. ลุ้นไตรมาส 4/66 กำไรแตะ 800 ล้าน ดันทั้งปีนี้ 2 พันล้าน,<SYMBOL> ITC <ASPECT> กำไร <OPINION> แตะ <POS>
ITC โบรกแนะนำซื้อเป้า 30 บ. ลุ้นไตรมาส 4/66 กำไรแตะ 800 ล้าน ดันทั้งปีนี้ 2 พันล้าน,<SYMBOL> ITC <ASPECT> กำไร <OPINION> ดัน <POS>
CPN ลุ้นกำไรไตรมาส 3/66 แตะ 4 พันล้าน โต 11% ธุรกิจอสังหาริมทรัพย์หนุนเด่น,<SYMBOL> CPN <ASPECT> กำไร <OPINION> ลุ้น <POS>
CPN ลุ้นกำไรไตรมาส 3/66 แตะ 4 พันล้าน โต 11% ธุรกิจอสังหาริมทรัพย์หนุนเด่น,<SYMBOL> CPN <ASPECT> กำไร <OPINION> โต <POS>
CPN ลุ้นกำไรไตรมาส 3/66 แตะ 4 พันล้าน โต 11% ธุรกิจอสังหาริมทรัพย์หนุนเด่น,<SYMBOL> CPN <ASPECT> ธุรกิจ <OPINION> หนุนเด่น <POS>
สรุปกระดานรายใหญ่เช้านี้ NAM มูลค่าสูงสุด 30 ล้านบาท,<SYMBOL> NAM <ASPECT> มูลค่า <OPINION> สูงสุด <NEU>
สรุป SET100 เช้านี้ CBG บวกสูงสุด 1%,<SYMBOL> CBG <OPINION> บวกสูงสุด <POS>
จังหวะเก็บ ORI โบรกชี้ยอดขาย Q3 นิวไฮ 1.2 หมื่นล้าน ชูเป้า 15.10 บาท อัพไซด์พุ่ง 70%,<SYMBOL> ORI <ASPECT> ยอดขาย <OPINION> นิวไฮ <POS>
จังหวะเก็บ ORI โบรกชี้ยอดขาย Q3 นิวไฮ 1.2 หมื่นล้าน ชูเป้า 15.10 บาท อัพไซด์พุ่ง 70%,<SYMBOL> ORI <ASPECT> อัพไซด์ <OPINION> พุ่ง <POS>
JPARK บวกแรง 3% ย้ำรายได้ปีนี้โต 25% ไตรมาส 4 ขยายที่จอดรถเพิ่ม 2-3 พันช่อง,<SYMBOL> JPARK <OPINION> บวกแรง <POS>
JPARK บวกแรง 3% ย้ำรายได้ปีนี้โต 25% ไตรมาส 4 ขยายที่จอดรถเพิ่ม 2-3 พันช่อง,<SYMBOL> JPARK <ASPECT> รายได้ <OPINION> โต <POS>
EA เด้ง 2% ลั่นไร้ปัญหาการเงิน โบรกชูราคาเป้าเฉลี่ย 75.95 บาท,<SYMBOL> EA <OPINION> เด้ง <POS>
EA เด้ง 2% ลั่นไร้ปัญหาการเงิน โบรกชูราคาเป้าเฉลี่ย 75.95 บาท,<SYMBOL> EA <ASPECT> ปัญหา <OPINION> ไร้ <POS>
MCA ดีดบวก 11% จับตาครึ่งปีหลังโต คว้างาน “เป๊ปซี่-โคล่า” 83 ล้าน รับรู้ไตรมาส 4,<SYMBOL> MCA <OPINION> ดีดบวก <POS>
MCA ดีดบวก 11% จับตาครึ่งปีหลังโต คว้างาน “เป๊ปซี่-โคล่า” 83 ล้าน รับรู้ไตรมาส 4,<SYMBOL> MCA <OPINION> โต <POS>
GLOBAL กำไรไตรมาส 3 หด 32% เหลือ 525 ล้าน เซ่นรายได้ขายลด-ต้นทุนพุ่ง,<SYMBOL> GLOBAL <ASPECT> กำไร <OPINION> หด <NEG>
GLOBAL กำไรไตรมาส 3 หด 32% เหลือ 525 ล้าน เซ่นรายได้ขายลด-ต้นทุนพุ่ง,<SYMBOL> GLOBAL <ASPECT> รายได้ <OPINION> ลด <NEG>
GLOBAL กำไรไตรมาส 3 หด 32% เหลือ 525 ล้าน เซ่นรายได้ขายลด-ต้นทุนพุ่ง,<SYMBOL> GLOBAL <ASPECT> ต้นทุน <OPINION> พุ่ง <NEG>
ADVANC บวก 2% ขานรับกำไร Q3 ทะลุ 8 พันล้าน หลังต้นทุน-ค่าใช้จ่ายลด,<SYMBOL> ADVANC <OPINION> บวก <POS>
ADVANC บวก 2% ขานรับกำไร Q3 ทะลุ 8 พันล้าน หลังต้นทุน-ค่าใช้จ่ายลด,<SYMBOL> ADVANC <ASPECT> กำไร <OPINION> ทะลุ <POS>
ADVANC บวก 2% ขานรับกำไร Q3 ทะลุ 8 พันล้าน หลังต้นทุน-ค่าใช้จ่ายลด,<SYMBOL> ADVANC <ASPECT> ต้นทุน <OPINION> ลด <POS>
ADVANC บวก 2% ขานรับกำไร Q3 ทะลุ 8 พันล้าน หลังต้นทุน-ค่าใช้จ่ายลด,<SYMBOL> ADVANC <ASPECT> ค่าใช้จ่าย <OPINION> ลด <POS>
ORN เด้ง 4% ย้ำพื้นฐานแกร่ง เดินหน้า 11 โครงการใหม่กว่าหมื่นล้าน,<SYMBOL> ORN <OPINION> เด้ง <POS>
ORN เด้ง 4% ย้ำพื้นฐานแกร่ง เดินหน้า 11 โครงการใหม่กว่าหมื่นล้าน,<SYMBOL> ORN <ASPECT> พื้นฐาน <OPINION> แกร่ง <POS>
ORN เด้ง 4% ย้ำพื้นฐานแกร่ง เดินหน้า 11 โครงการใหม่กว่าหมื่นล้าน,<SYMBOL> ORN <ASPECT> โครงการ <OPINION> เดินหน้า <POS>
TRUE ร่วง 10% หลังแพ้คดีพิพาท NT อนุญาโตฯ สั่งจ่าย 7 พันล้าน รวมเบี้ยปรับ,<SYMBOL> TRUE <OPINION> ร่วง <NEG>
HMPRO ต้นทุน-ค่าใช้จ่ายพุ่ง กดกำไร Q3 เหลือ 1.53 พันล้าน,<SYMBOL> HMPRO <ASPECT> ต้นทุน <OPINION> พุ่ง <NEG>
HMPRO ต้นทุน-ค่าใช้จ่ายพุ่ง กดกำไร Q3 เหลือ 1.53 พันล้าน,<SYMBOL> HMPRO <ASPECT> ค่าใช้จ่าย <OPINION> พุ่ง <NEG>
HMPRO ต้นทุน-ค่าใช้จ่ายพุ่ง กดกำไร Q3 เหลือ 1.53 พันล้าน,<SYMBOL> HMPRO <ASPECT> กำไร <OPINION> กด <NEG>
EA ปิดร่วง 7% วิตก “กระแสเงินสด” หดตัวจากสต๊อก ฟากผู้บริหารมั่นใจงวด Q4 บุ๊ครายได้สูงขึ้น,<SYMBOL> EA <OPINION> ร่วง <NEG>
EA ปิดร่วง 7% วิตก “กระแสเงินสด” หดตัวจากสต๊อก ฟากผู้บริหารมั่นใจงวด Q4 บุ๊ครายได้สูงขึ้น,<SYMBOL> EA <ASPECT> กระแสเงินสด <OPINION> วิตก <NEG>
EA ปิดร่วง 7% วิตก “กระแสเงินสด” หดตัวจากสต๊อก ฟากผู้บริหารมั่นใจงวด Q4 บุ๊ครายได้สูงขึ้น,<SYMBOL> EA <ASPECT> กระแสเงินสด <OPINION> หดตัว <NEG>
EA ปิดร่วง 7% วิตก “กระแสเงินสด” หดตัวจากสต๊อก ฟากผู้บริหารมั่นใจงวด Q4 บุ๊ครายได้สูงขึ้น,<SYMBOL> EA <OPINION> มั่นใจ <POS>
