text,label
"THCOM โบรกฯ มองรับผลดี""ลาว เทเลคอมมิวนิเคชันส์""ปรับขึ้นค่าบริการ ตั้งแต่ 1 มี.ค.67",<SYMBOL> THCOM <ASPECT> ค่าบริการ <OPINION> ปรับขึ้น <POS>
ASIANอาหารสัตว์เลี้ยงเด่น ออเดอร์ดันพอร์ตรายได้โต,<SYMBOL> ASIAN <ASPECT> อาหารสัตว์เลี้ยง <OPINION> เด่น <POS>
ASIANอาหารสัตว์เลี้ยงเด่น ออเดอร์ดันพอร์ตรายได้โต,<SYMBOL> ASIAN <ASPECT> พอร์ตรายได้ <OPINION> โต <POS>
DELTAปัจจัยเสี่ยงกดผลงาน เล็งอีวีเพาเวอร์-AIแววเด่น,<SYMBOL> DELTA <ASPECT> อีวีเพาเวอร์ <OPINION> แววเด่น <POS>
DELTAปัจจัยเสี่ยงกดผลงาน เล็งอีวีเพาเวอร์-AIแววเด่น,<SYMBOL> DELTA <ASPECT> AI <OPINION> แววเด่น <POS>
BA ผู้โดยสารโต แม้ต้นทุนสูง โบรกแนะยังเป็นหุ้นน่าซื้อ,<SYMBOL> BA <ASPECT> ผู้โดยสาร <OPINION> โต <POS>
BA ผู้โดยสารโต แม้ต้นทุนสูง โบรกแนะยังเป็นหุ้นน่าซื้อ,<SYMBOL> BA <ASPECT> ต้นทุน <OPINION> สูง <NEG>
BA ผู้โดยสารโต แม้ต้นทุนสูง โบรกแนะยังเป็นหุ้นน่าซื้อ,<SYMBOL> BA <ASPECT> โบรกแนะ <OPINION> น่าซื้อ <POS>
LH โบรกฯ คาดกำไร Q1/67 โต ยอด presales หนุน ให้เป้า 8.80 บาท,<SYMBOL> LH <ASPECT> กำไร <OPINION> โต <POS>
LH โบรกฯ คาดกำไร Q1/67 โต ยอด presales หนุน ให้เป้า 8.80 บาท,<SYMBOL> LH <ASPECT> ยอด presales <OPINION> หนุน <POS>
"โบรกฯ ส่อง THCOM รับผลดี ""LTC"" หนุนกระแสเงินสดเพิ่มขึ้น 1.9 บ./หุ้น",<SYMBOL> THCOM <ASPECT> กระแสเงินสด <OPINION> เพิ่มขึ้น <POS>
"โบรกฯ ส่อง THCOM รับผลดี ""LTC"" หนุนกระแสเงินสดเพิ่มขึ้น 1.9 บ./หุ้น",<SYMBOL> THCOM <ASPECT> หุ้น <OPINION> รับผลดี <POS>
"บอร์ด LANNA ไฟเขียวปันผลอีก 1.20 บาท ขึ้น XD 15 มี.ค., ทั้งปี 66 จ่าย 2.30 บาท",<SYMBOL> LANNA <ASPECT> บอร์ด <OPINION> ไฟเขียว <POS>
JMTเก็บเงินสดหมื่นล. รอซื้อเอ็นพีแอลทะลัก,<SYMBOL> JMT <ASPECT> เอ็นพีแอล <OPINION> ทะลัก <POS>
ICHIเครื่องดื่มขายดี อัพผลิตรับดีมานด์,<SYMBOL> ICHI <ASPECT> เครื่องดื่ม <OPINION> ขายดี <POS>
KWM สินค้าเกษตรขายดี สยายปีกต่างแดนเต็มสูบ,<SYMBOL> KWM <ASPECT> สินค้า <OPINION> ขายดี <POS>
MGI มั่นใจรายได้โต 2 เท่า ยันไม่มีแผนย้ายเข้า SET,<SYMBOL> MGI <ASPECT> รายได้ <OPINION> โต <POS>
BJC กสิกรไทยอัพกำไรปี 67 ขึ้น 4% จากอัตราภาษีลดลง แนะซื้อ,<SYMBOL> BJC <ASPECT> อัพกำไร <OPINION> ขึ้น <POS>
BJC กสิกรไทยอัพกำไรปี 67 ขึ้น 4% จากอัตราภาษีลดลง แนะซื้อ,<SYMBOL> BJC <ASPECT> อัตราภาษี <OPINION> ลดลง <POS>
BJC กสิกรไทยอัพกำไรปี 67 ขึ้น 4% จากอัตราภาษีลดลง แนะซื้อ,<SYMBOL> BJC <ASPECT> แนะ <OPINION> ซื้อ <POS>
CBG โบรกฯ มองหลังเข้าร่วมประชุมนักวิเคราะห์ แนะซื้อเมื่ออ่อนตัว,<SYMBOL> CBG <ASPECT> แนะ <OPINION> ซื้อ <POS>
WHA-AMATA โบรกฯมองรับผลบวก หลังนายกฯ โรดโชว์ตปท.ดึงบริษัทชั้นนำเข้ามาลงทุน,<SYMBOL> WHA <ASPECT> โบรกฯมอง <OPINION> รับผลบวก <POS>
WHA-AMATA โบรกฯมองรับผลบวก หลังนายกฯ โรดโชว์ตปท.ดึงบริษัทชั้นนำเข้ามาลงทุน,<SYMBOL> AMATA <ASPECT> โบรกฯมอง <OPINION> รับผลบวก <POS>
โบรกมอง SAPPE ยอดขาย ตปท. หนุนรายได้ปีนี้โต,<SYMBOL> SAPPE <ASPECT> ยอดขาย <OPINION> หนุน <POS>
โบรกมอง SAPPE ยอดขาย ตปท. หนุนรายได้ปีนี้โต,<SYMBOL> SAPPE <ASPECT> รายได้ <OPINION> โต <POS>
"CBG โบรกแนะ ""ซื้อ"" การส่งออกฟื้นตัว",<SYMBOL> CBG <ASPECT> โบรกแนะ <OPINION> ซื้อ <POS>
"CBG โบรกแนะ ""ซื้อ"" การส่งออกฟื้นตัว",<SYMBOL> CBG <ASPECT> การส่งออก <OPINION> ฟื้นตัว <POS>
CKP โบรกคาดผลงานพลิกฟื้น ภาวะ El Nino ผ่านจุดสูงสุดแล้ว,<SYMBOL> CKP <ASPECT> ผลงาน <OPINION> พลิกฟื้น <POS>
CKP โบรกคาดผลงานพลิกฟื้น ภาวะ El Nino ผ่านจุดสูงสุดแล้ว,<SYMBOL> CKP <ASPECT> ภาวะ <OPINION> ผ่านจุดสูงสุด <POS>
CPNREIT โชว์งบปี 66 เติบโตอลังการ ผงาดกองทรัสต์ศูนย์การค้าเบอร์ 1 ไทย,<SYMBOL> CPNREIT <ASPECT> งบ <OPINION> เติบโตอลังการ <POS>
โบรกแนะ TTCL หุ้นราคาถูก ปันผลสูง,<SYMBOL> TTCL <ASPECT> หุ้น <OPINION> ราคาถูก <POS>
โบรกแนะ TTCL หุ้นราคาถูก ปันผลสูง,<SYMBOL> TTCL <ASPECT> ปันผล <OPINION> สูง <POS>
"SIRI บล.ทิสโก้ แนะ ""ซื้อ"" เป้า 2.20 บ.",<SYMBOL> SIRI <ASPECT> แนะ <OPINION> ซื้อ <POS>
ฺBJC โบรกคาดเดือนมี.ค.เห็นแนวโน้มดีขึ้น,<SYMBOL> BJC <ASPECT> แนวโน้ม <OPINION> ดีขึ้น <POS>
PTG ตั้งเป้ายอดขายน้ำมันปี 67 โต 10-12% ธุรกิจ Non-Oil โต 40-50%,<SYMBOL> PTG <ASPECT> ยอดขาย <OPINION> โต <POS>
PTG ตั้งเป้ายอดขายน้ำมันปี 67 โต 10-12% ธุรกิจ Non-Oil โต 40-50%,<SYMBOL> PTG <ASPECT> ธุรกิจ <OPINION> โต <POS>
RATCH โบรกฯ คาดฟื้นตัวจำกัด หั่นราคาเหมาะสมลงเป็น 32.00 บ.,<SYMBOL> RATCH <ASPECT> โบรกฯ คาด <OPINION> ฟื้นตัว <POS>
SINGER ปี 67เทิร์นอะราวน์ รุกสินค้าอีวีอัพฐานโกยเงิน,<SYMBOL> SINGER <ASPECT> ผลงาน <OPINION> เทิร์นอะราวน์ <POS>
SINGER ปี 67เทิร์นอะราวน์ รุกสินค้าอีวีอัพฐานโกยเงิน,<SYMBOL> SINGER <ASPECT> เงิน <OPINION> โกย <POS>
ITEL ตั้งเป้ารายได้ปี 67 ที่ 3.5 พันลบ. โต 15-20% ธุรกิจ Health Tech หนุน,<SYMBOL> ITEL <ASPECT> รายได้ <OPINION> โต <POS>
ITEL ตั้งเป้ารายได้ปี 67 ที่ 3.5 พันลบ. โต 15-20% ธุรกิจ Health Tech หนุน,<SYMBOL> ITEL <ASPECT> ธุรกิจ <OPINION> หนุน <POS>
สื่อสารกำไรขาขึ้น ชูADVANC-TRUE,<SYMBOL> ADVANC <ASPECT> กำไร <OPINION> ขาขึ้น <POS>
สื่อสารกำไรขาขึ้น ชูADVANC-TRUE,<SYMBOL> TRUE <ASPECT> กำไร <OPINION> ขาขึ้น <POS>
NRFปูพรมค้าปลีก ปีนี้เติบโตไม่ต่ำ30%,<SYMBOL> NRF <ASPECT> ค้าปลีก <OPINION> เติบโต <POS>
GLOBALลุยเฮาส์แบรนด์ งบรัฐหนุนยอดขายเพิ่ม,<SYMBOL> GLOBAL <ASPECT> งบรัฐ <OPINION> หนุน <POS>
GLOBALลุยเฮาส์แบรนด์ งบรัฐหนุนยอดขายเพิ่ม,<SYMBOL> GLOBAL <ASPECT> ยอดขาย <OPINION> เพิ่ม <POS>
HPT ปรับสูตรลดต้นทุน แบ็กล็อกแน่น 75 ล้านบ.,<SYMBOL> HPT <ASPECT> ต้นทุน <OPINION> ลด <POS>
HPT ปรับสูตรลดต้นทุน แบ็กล็อกแน่น 75 ล้านบ.,<SYMBOL> HPT <ASPECT> แบ็กล็อก <OPINION> แน่น <POS>
PRI ปั๊มงบออลไทม์ไฮ รุกขยายธุรกิจใหม่,<SYMBOL> PRI <ASPECT> งบ <OPINION> ออลไทม์ไฮ <POS>
PRI ปั๊มงบออลไทม์ไฮ รุกขยายธุรกิจใหม่,<SYMBOL> PRI <ASPECT> ธุรกิจใหม่ <OPINION> รุกขยาย <POS>
ITNS อัพงบฟู 20% ลุ้นทุบสถิติใหม่ต่อ เล็งพันธมิตรใหม่,<SYMBOL> ITNS <ASPECT> งบ <OPINION> ฟู <POS>
ITNS อัพงบฟู 20% ลุ้นทุบสถิติใหม่ต่อ เล็งพันธมิตรใหม่,<SYMBOL> ITNS <ASPECT> ทุบสถิติใหม่ <OPINION> ลุ้น <NEU>
"""IVL"" โบรกฯ แนะนำ ""ถือ"" ชี้วัฏจักรขาลงใช้เวลานานกว่าปกติ",<SYMBOL> IVL <ASPECT> โบรกฯ แนะนำ <OPINION> ถือ <NEU>
"""IVL"" โบรกฯ แนะนำ ""ถือ"" ชี้วัฏจักรขาลงใช้เวลานานกว่าปกติ",<SYMBOL> IVL <ASPECT> วัฏจักร <OPINION> ขาลง <NEG>
หุ้น BDMS ราคาดีขึ้น โบรกฯ คาดแนวโน้มทิศทางสดใส แนะนำซื้อ,<SYMBOL> BDMS <ASPECT> หุ้น <OPINION> ราคาดีขึ้น <POS>
หุ้น BDMS ราคาดีขึ้น โบรกฯ คาดแนวโน้มทิศทางสดใส แนะนำซื้อ,<SYMBOL> BDMS <ASPECT> แนวโน้มทิศทาง <OPINION> สดใส <POS>
หุ้น BDMS ราคาดีขึ้น โบรกฯ คาดแนวโน้มทิศทางสดใส แนะนำซื้อ,<SYMBOL> BDMS <ASPECT> แนะนำ <OPINION> ซื้อ <POS>
HENG ตั้งเป้าดันพอร์ตสินเชื่อเติบโต 15-20% ขยายฐานลูกค้าเกษตร,<SYMBOL> HENG <ASPECT> พอร์ตสินเชื่อ <OPINION> เติบโต <POS>
"อาหารสัตว์เลี้ยงโตดี บล.ดาโอ แนะนำ ""ซื้อ"" AAI",<SYMBOL> AAI <ASPECT> แนะนำ <OPINION> ซื้อ <POS>
"อาหารสัตว์เลี้ยงโตดี บล.ดาโอ แนะนำ ""ซื้อ"" AAI",<SYMBOL> AAI <ASPECT> อาหารสัตว์เลี้ยง <OPINION> โตดี <POS>
"""CPNREIT"" ฟื้นตัวต่อเนื่อง โบรกฯ ชี้ปี 67 ปันผลสูงราว 9.5%",<SYMBOL> CPNREIT <ASPECT> ฟื้นตัว <OPINION> ต่อเนื่อง <POS>
"""CPNREIT"" ฟื้นตัวต่อเนื่อง โบรกฯ ชี้ปี 67 ปันผลสูงราว 9.5%",<SYMBOL> CPNREIT <ASPECT> ปันผล <OPINION> สูง <POS>
SAVล็อกเป้ารายได้โต22-25% แตกธุรกิจเพิ่มพอร์ตรับทรัพย์,<SYMBOL> SAV <ASPECT> รายได้ <OPINION> โต <POS>
BEM โครงการใหม่เดินหน้าตามเป้า ผู้โดยสารเพิ่ม โบรกมองบวก,<SYMBOL> BEM <ASPECT> โครงการใหม่ <OPINION> เดินหน้าตามเป้า <POS>
BEM โครงการใหม่เดินหน้าตามเป้า ผู้โดยสารเพิ่ม โบรกมองบวก,<SYMBOL> BEM <ASPECT> ผู้โดยสาร <OPINION> เพิ่ม <POS>
BEM โครงการใหม่เดินหน้าตามเป้า ผู้โดยสารเพิ่ม โบรกมองบวก,<SYMBOL> BEM <ASPECT> โบรกมอง <OPINION> บวก <POS>
"""BKGI"" โรดโชว์แบบไฮบริด กระแสตอบรับคึกคัก จ่อเข้าเทรด SET มี.ค.นี้",<SYMBOL> BKGI <ASPECT> กระแสตอบรับ <OPINION> คึกคัก <POS>
COM7 จับตากำไรเติบโตชะลอตัวลง โบรกฯ เคาะราคาเหมาะสม 23.70 บ.,<SYMBOL> COM7 <ASPECT> กำไรเติบโต <OPINION> ชะลอตัวลง <NEG>
AMATAVซื้อที่ทำนิคม กระแสลงทุนดีธง20%,<SYMBOL> AMATAV <ASPECT> กระแสลงทุน <OPINION> ดี <POS>
CRCวางเป้าปีนี้โต11% แววโค้งแรกฟอร์มเด่น,<SYMBOL> CRC <ASPECT> โค้งแรก <OPINION> ฟอร์มเด่น <POS>
"PPM กำไรสะพรั่ง 2,128% โซลาร์เซลล์หนุนโตโดด",<SYMBOL> PPM <ASPECT> กำไร <OPINION> สะพรั่ง <POS>
"PPM กำไรสะพรั่ง 2,128% โซลาร์เซลล์หนุนโตโดด",<SYMBOL> PPM <ASPECT> โซลาร์เซลล์ <OPINION> หนุนโตโดด <POS>
NAT ซดงาน 433 ล. ดันงบปีนี้พุ่ง 30%,<SYMBOL> NAT <ASPECT> งาน <OPINION> ซด <POS>
NAT ซดงาน 433 ล. ดันงบปีนี้พุ่ง 30%,<SYMBOL> NAT <ASPECT> งบ <OPINION> พุ่ง <POS>
BGRIM โบรกฯคาดกำไรปี 67 ฟื้นหลังต้นทุนลด-มีโอกาสลงทุนเพิ่มหลังเข้าลงทุนในเกาหลี,<SYMBOL> BGRIM <ASPECT> กำไร <OPINION> ฟื้น <POS>
BGRIM โบรกฯคาดกำไรปี 67 ฟื้นหลังต้นทุนลด-มีโอกาสลงทุนเพิ่มหลังเข้าลงทุนในเกาหลี,<SYMBOL> BGRIM <ASPECT> ต้นทุน <OPINION> ลด <POS>
BGRIM โบรกฯคาดกำไรปี 67 ฟื้นหลังต้นทุนลด-มีโอกาสลงทุนเพิ่มหลังเข้าลงทุนในเกาหลี,<SYMBOL> BGRIM <ASPECT> โอกาสลงทุน <OPINION> เพิ่ม <POS>
"BKD เปิดแผนปี 67 ตั้งเป้ารายได้โต 15% เน้นกลุ่ม""โรงแรม-รพ.-บ้านเศรษฐี""",<SYMBOL> BKD <ASPECT> รายได้ <OPINION> โต <POS>
TLIโฟกัสสินค้าอัตรากำไรสูง เบี้ยประกันภัยรับโตต่อเนื่อง,<SYMBOL> TLI <ASPECT> อัตรากำไร <OPINION> สูง <POS>
TLIโฟกัสสินค้าอัตรากำไรสูง เบี้ยประกันภัยรับโตต่อเนื่อง,<SYMBOL> TLI <ASPECT> เบี้ย <OPINION> โตต่อเนื่อง <POS>
DELTA กรุงศรีหั่นราคาเป้าหมายลง ปรับลดคำแนะนำเป็นขาย กังวล EV ชะลอตัวช่วงสั้น,<SYMBOL> DELTA <ASPECT> ราคาเป้าหมาย <OPINION> หั่นลง <NEG>
DELTA กรุงศรีหั่นราคาเป้าหมายลง ปรับลดคำแนะนำเป็นขาย กังวล EV ชะลอตัวช่วงสั้น,<SYMBOL> DELTA <ASPECT> คำแนะนำ <OPINION> ปรับลด <NEG>
DELTA กรุงศรีหั่นราคาเป้าหมายลง ปรับลดคำแนะนำเป็นขาย กังวล EV ชะลอตัวช่วงสั้น,<SYMBOL> DELTA <ASPECT> EV <OPINION> ชะลอตัว <NEG>
EKH กลุ่มคนไข้จีนหนุน โบรกมองกำไรเติบโตได้ดี,<SYMBOL> EKH <ASPECT> กลุ่มคนไข้จีน <OPINION> หนุน <POS>
EKH กลุ่มคนไข้จีนหนุน โบรกมองกำไรเติบโตได้ดี,<SYMBOL> EKH <ASPECT> กำไร <OPINION> เติบโตได้ดี <POS>
PCC คว้างานหม้อแปลงไฟฟ้า กฟภ. มูลค่า 113 ลบ. ปักธงรายได้ปีนี้โต 10%,<SYMBOL> PCC <ASPECT> รายได้ <OPINION> โต <POS>
ADVANC เมย์แบงก์ฯคาดแนวโน้มกำไร Q1/67 ดีต่อเนื่อง ราคามี Valuation น่าสนใจ,<SYMBOL> ADVANC <ASPECT> แนวโน้มกำไร <OPINION> ดีต่อเนื่อง <POS>
ADVANC เมย์แบงก์ฯคาดแนวโน้มกำไร Q1/67 ดีต่อเนื่อง ราคามี Valuation น่าสนใจ,<SYMBOL> ADVANC <ASPECT> ราคา <OPINION> น่าสนใจ <POS>
SINGER โกลเบล็กคาดปี 67 พลิกมีกำไร แนะซื้อเก็งกำไร,<SYMBOL> SINGER <ASPECT> โกลเบล็กคาด <OPINION> พลิกมีกำไร <POS>
SINGER โกลเบล็กคาดปี 67 พลิกมีกำไร แนะซื้อเก็งกำไร,<SYMBOL> SINGER <ASPECT> แนะ <OPINION> ซื่อเก็งกำไร <POS>
BCHรับเต็มรัฐช่วยมีบุตร ต่างชาติตบเท้าเพิ่ม10%,<SYMBOL> BCH <ASPECT> ต่างชาติ <OPINION> เพิ่ม <POS>
GUNKULลุ้นเซ็น832เมก เงินแกร่งพร้อมลงทุนเพิ่ม,<SYMBOL> GUNKUL <ASPECT> เงิน <OPINION> แกร่ง <POS>
GUNKULลุ้นเซ็น832เมก เงินแกร่งพร้อมลงทุนเพิ่ม,<SYMBOL> GUNKUL <ASPECT> ลงทุน <OPINION> เพิ่ม <POS>
STAจ่อเทิร์นอะราวด์ ผุด‘ยางมีพิกัด’ดันค่า,<SYMBOL> STA <ASPECT> หุ้น <OPINION> เทิร์นอะราวด์ <POS>
TMI อุปกรณ์ส่องสว่างฮอต จับตายอดขายรัฐโตเท่าตัว,<SYMBOL> TMI <ASPECT> อุปกรณ์ส่องสว่าง <OPINION> ฮอต <POS>
TMI อุปกรณ์ส่องสว่างฮอต จับตายอดขายรัฐโตเท่าตัว,<SYMBOL> TMI <ASPECT> ยอดขาย <OPINION> โตเท่าตัว <POS>
PIMO รุกสยายปีกอเมริกา ลุ้นผลงานQ1 ทุบสถิติใหม่,<SYMBOL> PIMO <ASPECT> ผลงานทุบสถิติ <OPINION> ลุ้น <NEU>
SJWD การขยายธุรกิจเสร็จสิ้นแล้ว โบรกมองส่งผลดีต่อธุรกิจ,<SYMBOL> SJWD <ASPECT> ขยายธุรกิจ <OPINION> เสร็จสิ้น <POS>
SJWD การขยายธุรกิจเสร็จสิ้นแล้ว โบรกมองส่งผลดีต่อธุรกิจ,<SYMBOL> SJWD <ASPECT> โบรกมอง <OPINION> ส่งผลดี <POS>
"SRICHA คว้างานไทยออยล์ CFP กว่า 3,260 ลบ. หนุนแบ็คล็อคโต 5,000 ลบ.",<SYMBOL> SRICHA <ASPECT> แบ็คล็อค <OPINION> โต <POS>
KCG บล.กรุงศรี มองบวก คาด EPS เติบโตได้ดี,<SYMBOL> KCG <ASPECT> EPS <OPINION> เติบโตได้ดี <POS>
หุ้น STEC ราคาดีดขึ้น 2 โบรกฯ คาดกำไรปี 67เติบโต โครงการภาครัฐหนุน,<SYMBOL> STEC <ASPECT> หุ้น <OPINION> ราคาดีดขึน <POS>
หุ้น STEC ราคาดีดขึ้น 2 โบรกฯ คาดกำไรปี 67เติบโต โครงการภาครัฐหนุน,<SYMBOL> STEC <ASPECT> กำไร <OPINION> เติบโต <POS>
หุ้น STEC ราคาดีดขึ้น 2 โบรกฯ คาดกำไรปี 67เติบโต โครงการภาครัฐหนุน,<SYMBOL> STEC <ASPECT> โครงการ <OPINION> หนุน <POS>
"MTC ปลื้มหุ้นกู้รวม Green Shoe หมดเกลี้ยง 4,000 ลบ.อัตราดบ. 4.30-4.95%",<SYMBOL> MTC <ASPECT> หุ้นกู้ <OPINION> หมดเกลี้ยง <POS>
MCA โบรกคาด Q1/67 โตจากการท่องเที่ยวและกิจกรรมทางเศรษฐกิจ,<SYMBOL> MCA <ASPECT> ผลประกอบการ <OPINION> โต <POS>
MTC เมย์แบงก์ฯ คาดกำไรปี 67 ฟื้นตัว แนะกลยุทธ์ลงทุน,<SYMBOL> MTC <ASPECT> กำไร <OPINION> ฟื้นตัว <POS>
TEGH โบรกมองมุมบวก กำไรอยู่ในช่วงขาขึ้น,<SYMBOL> TEGH <ASPECT> กำไร <OPINION> ขาขึ้น <POS>
SJWD พร้อมเพิ่มประสิทธิภาพ โบรกแนะนำ “ซื้อ” เป้า 17.50 บ.,<SYMBOL> SJWD <ASPECT> โบรกแนะนำ <OPINION> ซื้อ <POS>
TCMCธุรกิจวัสดุตกแต่งยังโต ปี67ดันสินค้าเจาะฐานไฮเอนด์,<SYMBOL> TCMC <ASPECT> ธุรกิจ <OPINION> โต <POS>
TCMCธุรกิจวัสดุตกแต่งยังโต ปี67ดันสินค้าเจาะฐานไฮเอนด์,<SYMBOL> TCMC <ASPECT> สินค้า <OPINION> เจาะฐานไฮเอนด์ <POS>
ยูโอบีฯ ส่องหุ้นกลุ่มไฟแนนซ์ ชู TIDLOR เด่น,<SYMBOL> TIDLOR <ASPECT> หุ้น <OPINION> เด่น <POS>
PLANB หุ้นเด่นกลุ่มสื่อ โบรกคาดยังเป็นทิศทางขาขึ้น,<SYMBOL> PLANB <ASPECT> หุ้น <OPINION> เด่น <POS>
PLANB หุ้นเด่นกลุ่มสื่อ โบรกคาดยังเป็นทิศทางขาขึ้น,<SYMBOL> PLANB <ASPECT> ทิศทาง <OPINION> ขาขึ้น <POS>
ASWชูอสังหาได้ยาดี ดอกเบี้ยลดครึ่งหลัง,<SYMBOL> ASW <ASPECT> อสังหา <OPINION> ได้ยาดี <POS>
ASWชูอสังหาได้ยาดี ดอกเบี้ยลดครึ่งหลัง,<SYMBOL> ASW <ASPECT> ดอกเบี้ย <OPINION> ลด <POS>
BEMทำสถิติ5.5แสนคน พื้นที่พาณิชย์ฮอตโตต่อ,<SYMBOL> BEM <ASPECT> ผู้ใช้งาน <OPINION> ทำสถิติ <POS>
BEMทำสถิติ5.5แสนคน พื้นที่พาณิชย์ฮอตโตต่อ,<SYMBOL> BEM <ASPECT> พื้นที่พาณิชย์ <OPINION> ฮอต <POS>
BEMทำสถิติ5.5แสนคน พื้นที่พาณิชย์ฮอตโตต่อ,<SYMBOL> BEM <ASPECT> ธุรกิจ <OPINION> โตต่อ <POS>
ORIเป้าโอน2.6หมื่นล. ผุดกองรีทรับทรัพย์เพิ่ม,<SYMBOL> ORI <ASPECT> รับทรัพย์ <OPINION> เพิ่ม <POS>
HMPROจัด8พันล. ขยายสาขาดันยอด โค้งแรกฟอร์มเด่น,<SYMBOL> HMPRO <ASPECT> สาขา <OPINION> ขยาย <POS>
HMPROจัด8พันล. ขยายสาขาดันยอด โค้งแรกฟอร์มเด่น,<SYMBOL> HMPRO <ASPECT> โค้งแรก <OPINION> ฟอร์มเด่น <POS>
SECURE เจาะโซเชียลมีเดีย ซีเคียวริตี้ฮอต-แบ็กล็อกอื้อ,<SYMBOL> SECURE <ASPECT> ซีเคียวริตี้ <OPINION> ฮอต <POS>
SECURE เจาะโซเชียลมีเดีย ซีเคียวริตี้ฮอต-แบ็กล็อกอื้อ,<SYMBOL> SECURE <ASPECT> แบ็กล็อก <OPINION> อื้อ <POS>
‘ETE’ กำไรแรงพุ่งเฉียด 100% ตั้งเป้ากำลังผลิตชน 30 เมก,<SYMBOL> ETE <ASPECT> กำไร <OPINION> แรง <POS>
โฟกัสหุ้น mai : MCA ผลงานโต 80% ส่องเป้าไกล 4.14 บ.,<SYMBOL> MCA <ASPECT> ผลงาน <OPINION> โต <POS>
MTW โบรกคาด แนวโน้ม EV โตต่อหนุนกำไรก้าวกระโดด,<SYMBOL> MTW <ASPECT> แนวโน้ม <OPINION> โตต่อ <POS>
MTW โบรกคาด แนวโน้ม EV โตต่อหนุนกำไรก้าวกระโดด,<SYMBOL> MTW <ASPECT> กำไร <OPINION> ก้าวกระโดด <POS>
"CHG ลงทุนเพิ่ม โบรกแนะ ""ถือ"" จับตาทิศทางกำไร Q1/67",<SYMBOL> CHG <ASPECT> ลงทุน <OPINION> เพิ่ม <POS>
"CHG ลงทุนเพิ่ม โบรกแนะ ""ถือ"" จับตาทิศทางกำไร Q1/67",<SYMBOL> CHG <ASPECT> โบรกแนะ <OPINION> ถือ <NEU>
TMT โบรกคาด กำไรสุทธิ 1Q24F หดตัว แล้วจึงค่อยฟื้นกลับ,<SYMBOL> TMT <ASPECT> กำไรสุทธิ <OPINION> หดตัว <NEG>
TMT โบรกคาด กำไรสุทธิ 1Q24F หดตัว แล้วจึงค่อยฟื้นกลับ,<SYMBOL> TMT <ASPECT> กำไรสุทธิ <OPINION> ฟื้นกลับ <POS>
KTB โกลเบล็ก มองรับผลดีศก.ฟื้น-การเร่งเบิกจ่ายงบประมาณภาครัฐ,<SYMBOL> KTB <ASPECT> โกลเบล็กมอง <OPINION> รับผลดี <POS>
KTB โกลเบล็ก มองรับผลดีศก.ฟื้น-การเร่งเบิกจ่ายงบประมาณภาครัฐ,<SYMBOL> KTB <ASPECT> เศรษฐกิจ <OPINION> ฟื้น <POS>
BAFS โบรกมองฟื้นจากขาดทุน แนะเป้า 26.50 บ.,<SYMBOL> BAFS <ASPECT> โบรกมอง <OPINION> ฟื้นจากขาดทุน <POS>
"AAV บล.ทิสโก้ แนะนำ ""ซื้อ"" เป้า 2.80 บ.",<SYMBOL> AAV <ASPECT> แนะนำ <OPINION> ซื้อ <POS>
CKP โบรกฯ มองโครงการหลวงพระบางหนุนเติบโตระยะยาว ให้เป้า 4.50 บาท,<SYMBOL> CKP <ASPECT> โครงการ <OPINION> หนุน <POS>
CKP โบรกฯ มองโครงการหลวงพระบางหนุนเติบโตระยะยาว ให้เป้า 4.50 บาท,<SYMBOL> CKP <ASPECT> ธุรกิจ <OPINION> เติบโตระยะยาว <POS>
TCAP โบรกฯมองราคาหุ้นมี Valuations ไม่แพง-คาดหวังปันผล 6-7%,<SYMBOL> TCAP <ASPECT> ราคาหุ้น <OPINION> มี Valuation <POS>
TCAP โบรกฯมองราคาหุ้นมี Valuations ไม่แพง-คาดหวังปันผล 6-7%,<SYMBOL> TCAP <ASPECT> ราคาหุ้น <OPINION> ไม่แพง <POS>
GFPT บล.ฟินันเซียไซรัส คาดราคาไก่ฟื้น ดันรายได้โต,<SYMBOL> GFPT <ASPECT> ราคาไก่ <OPINION> ฟื้น <POS>
GFPT บล.ฟินันเซียไซรัส คาดราคาไก่ฟื้น ดันรายได้โต,<SYMBOL> GFPT <ASPECT> รายได้ <OPINION> โต <POS>
BCPG' ตลาดคาดหวังกำไรหลักปี 67 ที่ 2.1 พันล. โต 90% โบรกฯ แนะซื้อ,<SYMBOL> BCPG <ASPECT> กำไร <OPINION> โต <POS>
BCPG' ตลาดคาดหวังกำไรหลักปี 67 ที่ 2.1 พันล. โต 90% โบรกฯ แนะซื้อ,<SYMBOL> BCPG <ASPECT> โบรกฯ แนะ <OPINION> ซื้อ <POS>
NER SIRI SAPPE โบรกมองบวก เป็น 3 หุ้นรับข่าวดี,<SYMBOL> NER <ASPECT> โบรกมอง <OPINION> บวก <POS>
NER SIRI SAPPE โบรกมองบวก เป็น 3 หุ้นรับข่าวดี,<SYMBOL> SIRI <ASPECT> โบรกมอง <OPINION> บวก <POS>
NER SIRI SAPPE โบรกมองบวก เป็น 3 หุ้นรับข่าวดี,<SYMBOL> SAPPE <ASPECT> โบรกมอง <OPINION> บวก <POS>
NER SIRI SAPPE โบรกมองบวก เป็น 3 หุ้นรับข่าวดี,<SYMBOL> NER <ASPECT> หุ้น <OPINION> รับข่าวดี <POS>
