Texts,Label
น่าใช้เลยครับ,"[[""รถ"", ""pos"", ""น่าใช้""]]"
น่าซื้อกว่ายาริส ครอส อีกค่ะ,"[[""รถ"",""pos"",""น่าซื้อกว่ายาริส ครอส""]]"
บรรยากาศ มิตซูบิชิ สวยจริงๆครับ,"[[""มิตซูบิชิ"", ""pos"", ""สวยจริงๆ""]]"
เบาะพักพิง อย่างกะแลมโบ สวยโหดมากกกกกก,"[[""เบาะพักพิง"", ""pos"", [""อย่างกะแลมโบ"",""สวยโหด""]]]"
เป็นรุ่นที่น่าสนใจครับ ผมกำลังมองb-suvไว้ใช้งานรอดูตัวนี้,"[[""รุ่น"", ""pos"", ""น่าสนใจ""], [""b-suv"", ""pos"", ""มองไว้ใช้งาน""]]"
เป็นรุ่นที่สวยทั้งหน้าและท้าย,"[[""หน้า"", ""pos"", ""สวย""],[""ท้าย"", ""pos"", ""สวย""]]"
ผมไช้มิตซูมา6ปีไม่เคยจุกจิกเลย,"[""มิตซู"", ""pos"", ""ไม่เคยจุกจิก""]"
เพิ่งไปดูมิตซูเอ็กฟอรซมาของมิตซูก่ดียุนะ แต่เอาจริงๆยาริสออฟชั่นดีกว่ามิตซูภายนอกสวยแต่ขาดออฟชั่นไปเยอะ เทใจไปยาริสดีกว่าครับ สำหรับผมนะ,"[[""มิตซูเอ็กฟอรซ"", ""pos"", ""ดี""], [""ยาริส"", ""pos"", [""ออฟชั่นดี"", ""เทใจ""]], [""มิตซู"", ""neg"", ""ขาดออฟชั่น""], [""มิตซู"", ""pos"", ""ภายนอกสวย""]]"
ไฟท้ายมองผ่านๆนึกถึง BMW เลย แต่ไม่ถึงกับก๊อปเขามา ดีไซน์ถูกใจมาก,"[[""ไฟท้าย"", ""pos"", ""BMW""], [""ดีไซน์"", ""pos"", ""ถูกใจมาก""]]"
ไฟท้ายสวยมากๆครับ,"[[""ไฟท้าย"", ""pos"", ""สวยมากๆ""]]"
ภายในอย่างสวยโดยเฉพาะลายผ้าสีขาวๆที่แผงคอนโซลดูหรูหรามาก แต่แทบทุกค่ายเลยพอมาไทยทุกอย่างภายในเปลี่ยนเป็นสีดำหมดหรือว่าคนไทยชอบดำๆรึเปล่า,"[[""ดีไซน์ภายใน"", ""pos"", ""สวย""], [""ลายผ้าสีขาวๆที่แผงคอนโซล"", ""pos"", ""หรูหรา""], [""สีดำ"", ""neg"", [""เปลี่ยน"", ""ไม่ชอบ""]]]"
มิตซูเจนใหม่ๆสวยมาก,"[[""มิตซูเจนใหม่"", ""pos"", ""สวยมาก""]]"
มิตซูน่าใช้มาก รถดี,"[[""มิตซูบิชิ"", ""pos"", ""น่าใช้มาก""], [""รถ"", ""pos"", ""ดี""]]"
ยอมรับว่าเขาทำสวย,"[[""ดีไซน์"", ""pos"", ""สวย""]]"
รุ่นนี้ทำออกมาน่าใช้มาก,"[[""รุ่นนี้"",""pos"",""น่าใช้มาก""]]"
ว้าว มาแบบไฮบริด ฆ่า WR-V แน่ๆ,"[""ไฮบริด"",""pos"",""ว้าว""]"
สวย ชอบๆๆๆ,"[[""ดีไซน์"", ""pos"", [""สวย"", ""ชอบ""]]]"
สวย ล้ำมาก toyataคือไดโนเสารไปเลย,"[[""ดีไซน์"", ""pos"", [""สวย"", ""ล้ำ""]], [""toyata"", ""neg"", ""ไดโนเสาร์""]]"
สวยกว่า Yaris Cross กับ WR-V เยอะเลย ถ้ามาไทยขายดีที่ 1 แน่ๆในกลุ่ม,"[[""ดีไซน์"", ""pos"", ""สวยกว่า Yaris Cross กับ WR-V เยอะเลย""], [""การขาย"", ""pos"", ""ดีที่ 1 แน่ๆ""]]"
สวยของจริง,"[[""ดีไซน์"", ""pos"", ""สวย""]]"
สวยครับ ขายไทย อย่าลด ออปชั่นละกัน ไทยชอบทำนะ.,"[[""ดีไซน์"", ""pos"", ""สวย""]]"
สวยจริงครับ,"[[""ดีไซน์"", ""pos"", ""สวยจริง""]]"
สวยจริงๆ กลายเปนว่า งานดีไซน์ ต่างกับโตโยต้า คนละโลกละ (รถที่มาจากอินโด นะ) มิซู No.1 จริงๆ ยอมใจ,"[[""งานดีไซน์"",""pos"",[""สวย"", ""ต่างกับโตโยต้า คนละโลก""]], [""มิซู"",""pos"",[""No.1"",""ยอมใจ""]]]"
สวยจริงๆ สีขาวแจ่มครับ รอครับ,"[[""ดีไซน์"", ""pos"", ""สวย""], [""สีขาว"", ""pos"", ""แจ่ม""]]"
สวยจัดเลยทั้งเอ็กซ์ครอสทั้งยาริสครอส,"[[""เอ็กซ์ครอส"", ""pos"", ""สวยจัด""], [""ยาริสครอส"", ""pos"", ""สวยจัด""]]"
สวยโดนเลยครับทั้งข้างนอกข้างใน,"[[""ดีไซน์ข้างนอก"", ""pos"", ""สวยโดนเลย""], [""ดีไซน์ข้างใน"", ""pos"", ""สวยโดนเลย""]]"
สวยทุกสีเลย,"[""สี"", ""pos"", ""สวย""]"
สวยนะภายนอก แต่ทำไมออกเครื่องเบนซินล้วน คู่แข่งเขาไปไฮบริดกันหมดแระ,"[[""ภายนอก"",""pos"",""สวย""], [""เครื่องยนต์"",""neg"",""เบนซิน""], [""คู่แข่ง"", ""pos"", ""ไปไฮบริดกันหมดแระ""]"
สวยแบบ ตบหน้ารถจีนที่ดีไซน์ซ้ำไปซ้ำมาเลย,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รถจีน"", ""neg"", ""ดีไซน์ซ้ำไปซ้ำมา""]]"
สวยมาก ถ้สเป็นปลั๊กอินจะดีมาก,"[[""ดีไซน์"", ""pos"", ""สวย""], [""เครื่องยนต์"", ""pos"", ""ไม่ใช่ปลั๊กอิน""]]"
สวยมากครับโดยเฉพาะสีดำชอบดูดุดันดี ราคาต่ำกว่าค่ายอื่นๆรับรองปังแน่มิตซูรุ่นนี้,"[[""ดีไซน์"", ""pos"", ""สวย""], [""สีดำ"", ""pos"", ""ดุดัน""], [""ราคา"", ""pos"", ""ต่ำกว่าค่ายอื่นๆ""]]"
สวยมากชอบเลย,"[""ดีไซน์"", ""pos"", [""สวยมาก"", ""ชอบเลย""]]"
สวยมากน่าไช้มาก,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รถ"", ""pos"", ""น่าไช้""]]"
สวยมากน่าสนใจจริงๆ,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รถ"", ""pos"", ""น่าสนใจ""]]"
สวยมากเลยครับ มิตซูบิชิทำรถเริ่มสวยขึ้นทุกวัน,"[[""ดีไซน์"", ""pos"", ""สวยมากเลย""],[""มิตซูบิชิ"", ""pos"", ""สวยขึ้นทุกวัน""]]"
สวยมากๆครับชอบอยากรู้ราคาครับผม,"[[""ดีไซน์"", ""pos"", ""สวย""]]"
สวยล้ำ,"[[""ดีไซน์"", ""pos"", [""สวย"", ""ล้ำ""]]]"
สวยเลยครับ ชอบๆ รอเลยแบบนี้,"[[""ดีไซน์"", ""pos"", [""สวย"", ""ชอบ""]]]"
สวยสดุด ตั้งแต่แรกเห็น เห็นมาหลายยี่ห้อละ รุ่นนี่เวิคสุด สวย ใครบอกไม่สวยก็คงไม่ต้องอธิบาย,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รุ่นนี่"", ""pos"", ""เวิคสุด""]]"
สวยสุดในมิตซูแล้วมั้ง คหสต,"[[""ดีไซน์"", ""pos"", ""สวยสุด""]]"
สาวๆคงชอบน่าดูทันสมัยมาก,"[[""ดีไซน์"", ""pos"", ""ทันสมัย""]]"
สีขาวแจ่มมาก,"[[""สีขาว"", ""pos"", ""แจ่มมาก""]]"
สีทองสวยครับแต่สีขาวก็สวยนะครับขาวโบ๊ะเลย,"[[""สีทอง"",""pos"",""สวย""],[""สีขาว"",""pos"",[""สวย"",""ขาวโบ๊ะ""]]]"
สีทองสวยมาก,"[[""สีทอง"",""pos"",""สวยมาก""]]"
สีเทาสวยมาก,"[[""สีเทา"",""pos"",""สวย""]]"
สีเหลืองสวยครับ..,"[[""สีเหลือง"",""pos"",""สวย""]]"
สีใหม่สวยมาก ออกแบบล้ำกว่ารถญี่ปุ่นหลายๆ คันที่ผ่านมามาก สวยชอบ,"[[""สีใหม่"",""pos"",""สวย""], [""ออกแบบ"",""pos"",[""ล้ำ"",""สวย"",""ชอบ""]]]"
หน้าตารูปทรงโฉบเฉี่ยว สวยมากๆ,"[""หน้าตารูปทรง"", ""pos"", [""โฉบเฉี่ยว"", ""สวยมากๆ""]]"
หรูหราอวกาศล่ำยุกสุดๆมิซูเอาจริงว่ะ,"[[""ดีไซน์ของมิซู"",""pos"",[""หรูหรา"",""อวกาศ"",""ล่ำยุก""]]]"
หล่อมาก มาไวๆ,"[[""ดีไซน์"", ""pos"", ""หล่อ""]]"
หล่อมากกก,"[[""ดีไซน์"", ""pos"", ""หล่อ""]]"
ใหญ่กว่า สวยกว่า รีบเข้ามาก่อนได้เปรียบ ชิงขายก่อน โกยยอดก่อน,"[[""ขนาด"", ""pos"", ""ใหญ่กว่า""], [""ดีไซน์"", ""pos"", ""สวยกว่า""]]"
อย่างสวยย ขาวตัดกับดำ,"[[""สีขาวตัดกับดำ"",""pos"",""สวย""]]"
"ออฟชั่นดีกว่ามิซู,XFC,","[[""ออฟชั่น"",""pos"",""ดีกว่า""]]"
อินโดนีเซียล้ำไปแล้วคันใหญ่ราคาไม่แพงแข่งกะรถจีนได้ดี,"[[""ขนาด"", ""pos"", ""ใหญ่""], [""ราคา"", ""pos"", ""ไม่แพง""]]"
อินทีเรียร์ใช้สีเทาดีมาก แว๊บๆว่า ปาเจโรสปอร์ตก็อินทีเรียร์เทา,"[[""อินทีเรียร์ใช้สีเทา"",""pos"",""ดี""]]"
อีกค่ายหนึ่งก็คือ Suzuki ออกแบบสวยเหมือนกัน,"[[""การออกแบบ Suzuki"", ""pos"", ""สวย""]]"
เอามาแต่งแบบ off road .. โคตรเท่แน่นอนครับ,"[[""การแต่งรถแบบ off road"", ""pos"", ""โคตรเท่""]]"
คุ้มต่าคุ้มราคามากครับรุ่นนี้ ไฟหน้าเป็นเอกลักษณ์ดี,"[[""ราคา"", ""pos"", ""คุ้ม""],, [""ไฟหน้า"", ""pos"", ""เอกลักษณ์ดี""]]"
ใครชอบกว้างนั่งสบาย ซื้อเถอะครับ  คุณจะประทับใจ,"[[""พื้นที่ห้องโดยสาร"", ""pos"", [""กว้างนั่งสบาย"", ""ประทับใจ""]]]"
จริงๆสวยนะ ถ้าไม่มีขีดๆตรงโคมไฟหน้า ดูเป็นรถจีนแบบโหลๆ,"[[""ดีไซน์"", ""pos"", ""สวย""], [""โคมไฟหน้า"", ""neg"", [""ขีดๆ"",""ดูเป็นรถจีนแบบโหลๆ""]]]"
ช่วงล่างหลัง?....  เป็นทอชั่นบีม?  เสียดายมาก?  เพราะเวลาเจอถนนไม่เรียบ? หลังจะเด้ง? มากกว่า? พวกปีกนก?,"[[""ช่วงล่างหลัง"", ""neg"", [""ทอชั่นบีม"", ""เสียดายมาก"", ""เด้งมากกว่า""]]]"
ชอบที่มียางอะไหล่ให้มาด้วย ไม่ชอบที่ไม่มีที่ปัดน้ำฝนหลังมาให้ด้วย  ต้องรอดู NETA X เข้ามาก่อนแล้วเอามาเปรียบเทียบกันอีกที่,"[[""ยางอะไหล่"", ""pos"", ""มี""], [""ที่ปัดน้ำฝนหลัง"", ""neg"", ""ไม่มี""]]"
ชอบอยากซื้อ แต่ติที่ห้องโดยสารขับขี่ มีเสียงรบกวนค่อนข้างมากและไม่มี blind spot,"[[""รถ"", ""pos"", [""ชอบ"", ""อยากซื้อ""]], [""ห้องโดยสาร"", ""neg"", ""เสียงรบกวนค่อนข้างมาก""], [""blind spot"", ""neg"", ""ไม่มี""]]"
ด้านหลังกว้าง  มีแอร์หลังด้วย  ชอบมาก,"[[""ด้านหลัง"", ""pos"", ""กว้าง""], [""ระบบแอร์"", ""pos"", ""มี""]]"
ด้านหลังสวยนะครับ ตอนกลางคืน  ด้านหน้า...,"[[""ด้านหลัง"", ""pos"", ""สวย""],[""ด้านหน้า"", ""neg"", ""ไม่สวย""]]"
ดีไซน์สวยออฟชั่นจัดเต็มชอบสีสวยจอกลางใหญ่เต็มตาไฟในห้องโดยสาร,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ออปชั่น"", ""pos"", ""จัดเต็ม""], [""สี"", ""pos"", ""สวย""], [""จอ"", ""pos"", ""ใหญ่เต็มตา""], [""ไฟในห้องโดยสาร"", ""pos"", ""สวย""]]"
ดีหมดทุกอย่างภายในใหญ่โต พ่อบ้านแม่บ้านครอบครัวใหญ่ก็ชอบ ที่รับไม่ได้อย่างรุนแรงคือไฟหน้าลายผีเสื้อที่ดูโคตรจีนเลย facelift ครั้งหน้าช่วยเปลี่ยนเป็นช่องลมก็ยังดี ทำให้มันดูสปอร์ตขึ้น น่าจะได้คนซื้ออีกเยอะ,"[[""รถ"", ""pos"", ""ดีหมดทุกอย่าง""], [""ภายใน"", ""pos"", ""ใหญ่โต""], [""ไฟหน้าลายผีเสื้อ"", ""neg"", [""โคตรจีน"", ""ทำให้มันดูสปอร์ตขึ้น""]]]"
ตัวจริงสวย ข้างในกว้างโปร่ง ชอบที่มำเป็นโซฟาได้ เทียบกับ neta x ข้างในก็ยังขว้างกว่า  ติดนิดเดียว เซลฝั่ง aion ดูไม่ค่อยเก่ง ไม่ค่อยพลิกแพลง ช่วยดันเคสให้ลูกค้า อยากลองกุ้ นะแต่กลัวเซลทำติดแท็กซิ่ง เพราะดูเซลตรงๆไม่ค่อยมีเหลื่ยม มีมุม ช่วยให้ลูกค้ากุ้ผ่านได้ง่ายขึ้น ถ้ามีเซลที่เก่งๆทำให่กุ้ผ่านได้ ก็สนใจ  ส่วนเรื่องภายนอก คือเอาตรงๆขับรถมา เมื่อก่อนก็สนใจภายนอกนะ แต่ เวลาเราใช้งานจริงๆ เราเห็นแต่ภายใน แทบจะ 100% ก็เลือกเอาที่ภายในถูกใจเราดีกว่า ภายนอกเราไม่เห็น คนอื่นเห็น แต่รุ่นนี้เอาไปติดชุดแต่งก็สวยนะ เคยเห็นหรือยัง,"[[""ดีไซน์"", ""pos"", ""สวย""], [""พื้นที่ห้องโดยสาร"", ""pos"", ""กว้างโปร่ง""], [""ฟังก์ชันข้างใน"", ""pos"", ""ทำเป็นโซฟาได้""], [""เซลฝั่ง aion"", ""neg"", [""ไม่ค่อยเก่ง"", ""ไม่ค่อยพลิกแพลง"", ""ไม่ค่อยมีเหลื่ยม"", ""ไม่มีเหลี่ยมมีมุม""]], [""ชุดแต่ง"", ""pos"", ""สวย""]]"
ติตรงไฟหน้าเนี่ยแหละ,"[[""ไฟหน้า"", ""neg"", ""ติ""]]"
ถ้าไม่นับ software ที่จะอัพเดทบางระบบให้ใช้ได้ทีหลัง ก็คงเหลือแค่ที่ปัดน้ำฝนหลังกับ blind spot ผมก็มองว่าครบเพียงพอ ถ้ามีงบไม่เกินล้านก็คงเลือกได้ไม่ยากและ,"[[""software"", ""neg"", ""อัพเดททีหลัง""], [""ปัดน้ำฝน"", ""neg"", ""ไม่มี""], [""blind spot"", ""neg"", ""ไม่มี""]]"
ทำไมในคอมเมนต์มีแต่ต่คนบอกไฟหน้าไม่สวย เห้ย ผมว่าโครตสวยมากเลยนะ มีเอกลักษณ์ดีด้วย เป็นเอกลักษณ์ของแบรนด์ไปเลย มองปุ้ปรู้ปั๊ปว่ายี่ห้ออะไร ไม่โหล่ไม่ซ้ำใครเหมือนรถทั่วๆไป,"[[""ไฟหน้า"", ""pos"", [""โครตสวยมาก"", ""มีเอกลักษณ์""]]"
เบื่อรถหลังคากระจกจากจีนมากๆ ประกอบไทยควรเอาออกนะ แต่รุ่นนี้ราคาถือว่าไม่แพงแล้วและขายดีมากในจีนปัญหาก็น้อยคนจีนเลยนิยมซื้อgac,"[[""รถหลังคากระจก"", ""neg"", ""เบื่อ""],[""ราคา"", ""pos"", ""ไม่แพง""],[""ยอดขาย"", ""pos"", ""ดีมาก""], [""ปัญหา"",""pos"", ""น้อย""], [""gac"",""pos"",""คนจีนนิยมซื้อ""]]"
ปรับด้านหน้าให้ลงตัวอีกหน่อย เพิ่มปัดน้ำฝนหลังมาหน่อย จบเลย,"[[""ด้านหน้า"", ""neg"", ""ปรับลงตัวอีกหน่อย""], [""ปัดน้ำฝนหลัง"", ""neg"", ""เพิ่มมาหน่อย""]]"
ผมจัดมาแล้วครับตัวเริ่มภายในกว้างมากๆราคาดีจัด,"[[""ตัวเริ่ม"",""pos"",""จัดมาแล้ว""], [""พื้นที่ภายใน"", ""pos"", ""กว้างมากๆ""], [""ราคา"", ""pos"", ""ดีจัด""]]"
ผมชอบนะภายใน มันดูคลีนๆสบายตาดี แต่เห็นไฟหน้า จะไม่ขอบอกว่าก็สวยดีนะ แต่มันแปลกแบบไม่สวยอะ ถ้าคนซื้อไปใช้งานไม่อวดสาวก็จัดเลย,"[[""ภายใน"", ""pos"", ""ชอบ"",""คลีนๆ"",""สบายตาดี""],[""ไฟหน้า"", ""neg"", ""แปลกแบบไม่สวย""]]"
พื้นที่เหลือขนาดนี้ ถ้าทำมา 3 แถวนะ หวานๆเลยครับ,"[[""พื้นที่"", ""pos"", ""เหลือขนาดนี้""]]"
เพิ่งไปจองมาเมื่อกี้เลยครับ ตัวท๊อป  ชอบตรงพาครอบครัวเที่ยวสบายๆ ห้องโดยสารใหญ่,"[[""ตัวท๊อป"", ""pos"", [""ชอบ"",  ""พาครอบครัวเที่ยวสบายๆ""]], [""ห้องโดยสาร"", ""pos"", ""ใหญ่""]]"
ไฟหน้าตลก,"[[""ไฟหน้า"", ""neg"", ""ตลก""]]"
ไฟหน้าลิเกไปหน่อยครับ,"[[""ไฟหน้า"", ""neg"", ""ลิเก""]]"
"มาคอนเฟิมอีกเสียงว่า ช่วงล่างนุ่มสบายมากๆๆๆๆ คนที่ขับไม่มุดซ้ายมุดขวาจะต้องชอบมากๆ ไม่กระด้างเลย เสียงภายในเงียบกริ๊ป
ที่สุดของความคุ้มในยุคครับ","[[""ช่วงล่าง"", ""pos"", [""นุ่มสบาย"", ""ไม่กระด้าง""]], [""เสียงภายใน"", ""pos"", ""เงียบกริ๊ป""],[""รถ"", ""pos"", ""ที่สุดของความคุ้ม""]]"
ไม่ชอบไฟเลี้ยวอยู่ซ้าย เพราะคนไทยถนัดขวามาก เวลาขับมือเดียว จะเลี้ยวทีจับ 2 มือ,"[[""ไฟเลี้ยวอยู่ซ้าย"", ""neg"", ""ไม่ชอบ""]]"
ไม่ชอบไฟหน้าที่ยาวลงมา,"[[""ไฟหน้า"", ""neg"", ""ไม่ชอบ""]]"
ไม่ชอบไฟหน้าเลย ทำให้เล็กๆกว่าจะได้สวย ทุกอย่างดีหมดภายในกว้าง แต่ ไม่ชอบข้างหน้า,"[[""ไฟหน้า"", ""neg"", ""ไม่ชอบ""], [""พื้นที่ห้องโดยสาร"", ""pos"", ""กว้าง""], [""ข้างหน้า"", ""neg"", ""ไม่ชอบ""]]"
ไม่ชอบสีเบาะ อยากได้เบาะแบบสีเรียบๆ ดำ น้ำตาลเข้ม เทาเข้ม เพราะดูแลรักษาง่าย,"[[""สีเบาะ"", ""neg"", ""ไม่ชอบ"", ""ไม่ใช่สีเรียบๆ"", ""ไม่ใช่สีเข้ม""], [""การดูแลรักษา"", ""pos"", ""ไม่ง่าย""]]"
"รถรุ่นนี้ ทรงมินิแวน สวยดีนะครับ ผมชอบ แต่ภายใน ยังครึ่งๆ กลางๆ  ภายในกว้างขนาดนี้ สามารถทำเป็น 7 ที่นั่งได้เลย , หรือ อย่างน้อย ชุดเบาะหลังก็ควรพับได้ราบเรียบยาว 1.9 เมตร ปูที่นอนแค๊มปิ้งได้สะใจ  ส่วนสมรรถนะ?ก็ไม่ว่ากัน ตามมาตรฐาน?รถจีน CLTC?, NEDC?","[[""ทรงมินิแวน"", ""pos"", [""สวย"",""ชอบ""]], [""ภายใน"", ""neg"", ""ครึ่งๆ กลางๆ""], [""พื้นที่ภายใน"", ""pos"", ""กว้าง""], [""ชุดเบาะหลัง"", ""neg"", ""ไม่พับได้ราบเรียบ""], [""สมรรถนะ"", ""neg"", ""ตามมาตรฐานรถจีน""]]"
รอเปลีย่นไฟหน้าก่อน เห็นแล้วร้องว่าไม่,"[[""ไฟหน้า"", ""neg"", ""ไม่""]]"
รออะไหล่ยาวๆไป,"[[""อะไหล่"", ""neg"", ""รอยาวๆ""]]"
ราคาดีที่สุดเหมาะสำหรับครอบครัวครับ,"[[""ราคา"", ""pos"", ""ดีที่สุด""], [""การใช้งาน"", ""pos"", ""เหมาะสำหรับครอบครัว""]]"
ราคานี้เอาไรมาไม่คุ้มรุ่นนี้ นุ่มสบายกว้างมาก,"[[""ราคา"", ""pos"", ""คุ้ม""], [""ความสบาย"", ""pos"", ""นุ่มสบาย""], [""พื้นที่"", ""pos"", ""กว้างมาก""]]"
เรื่องแอร์นี่ต้อง AION Y จริงๆ เย็นแบบไม่เกี่ยงว่ามีพาโนรามิค รึเปล่า,"[[""แอร์ AION Y"", ""pos"", ""เย็น""]]"
ลองไปนั้งมา โคตร ดีข้างหลังเข้าง่าย คนแก่ นั้งสบาย เลย เด็กน่าจะชอบด้วย,"[[""ที่นั่ง"", ""pos"", [""ดี"", ""นั้งสบาย""]], [""การเข้ารถข้างหลัง"", ""pos"", ""เข้าง่าย""]]"
ส่วนตัว AION Y Plus งานออกแบบภายนอกโดยรวมถือว่าดีโดยเฉพาะไฟท้าย ติดแค่ไฟหน้าแค่นั้นที่ไม่ค่อยถูกใจ ส่วนภายในมองว่าออกแบบได้สวยดี แต่ส่วนตัวรอรุ่น Aion S Plus มากกว่าอยากเห็นตัวจริงๆว่าสวยแบบในรูปไหม ถ้านำมาจำหน่ายในประเทศไทย,"[[""AION Y Plus งานออกแบบภายนอก"",""pos"",""ดี""],[""AION Y Plus ไฟท้าย"",""pos"",""ดี""],[""ไฟหน้า"",""neg"",""ไม่ค่อยถูกใจ""],[""ภายใน"",""pos"",""ออกแบบได้สวยดี""]]"
สวย นะผมเห็น ขับ คันจริง บนถนน ทั้งกลางวัน กลางคืน ใหญ่ ราคา ดี มาก,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ขนาด"", ""pos"", ""ใหญ่""], [""ราคา"", ""pos"", ""ดีมาก""]]"
สวย รูปทรงลงตัว กับราคาดี,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รูปทรง"", ""pos"", ""ลงตัว""], [""ราคา"", ""pos"", ""ดี""]]"
สวยทุกอย่าง ยกเว้นไฟหน้า,"[[""ดีไซน์"", ""pos"", ""สวย""], [""ไฟหน้า"", ""neg"", ""ไม่สวย""]]"
สวยนะมันกลมมนๆ เช็ดน่าจะง่ายด้วย,"[[""ดีไซน์"", ""pos"", ""สวย""], [""รูปทรง"", ""pos"", ""กลมมน""], [""การทำความสะอาด"", ""pos"", ""เช็ดน่าจะง่าย""]]"
เสียดายไม่มีที่ปัดน้ำฝนด้านหลัง,"[[""ที่ปัดน้ำฝนด้านหลัง"", ""neg"", ""เสียดายไม่มี""]"
หน้าตาเค้าเหมือนแมวยิ้ม น่ารัก,"[[ ""หน้าตา"", ""pos"", [""เหมือนแมวยิ้ม"",""น่ารัก"" ]]]"
หน้าตารถขี้เหล่มาก,"[[""หน้าตารถ"", ""neg"", ""ขี้เหล่""]]"
หน้าตาเหมือน mpv ไม่ค่อยวัยรุ่นเท่าไหร่,"[[""หน้าตา"", ""neg"", ""ไม่ค่อยวัยรุ่น""]]"
อยากให้มี apple car play ไวไว,"[[""apple car play"", ""pos"", ""อยากให้มี""]]"
อาไหล่แพง,"[[""อาไหล่"", ""neg"", ""แพง""]]"
เอาอะไรคิดถึงทำไฟหน้าออกมาแบบนี้ แคเห็นไฟหน้าก็บาย…,"[[""ไฟหน้า"", ""neg"", [""เอาอะไรคิด"",""แค่เห็นก็บาย""]]]"
ส่วนผม ไม่เน้นอะไรมากขับ ยาริสต่อไปไช้คุ้มค่ามากค่าซ่อมอ่ะไหลถูก เหยียบไม่ไวมากไปแบบซิลๆราคาเปนมิตร,"[[""ยาริส"",""pos"",""ไช้คุ้มค่ามาก""],[""ค่าซ่อมอ่ะไหล"",""pos"",""ถูก""],[""อัตราเร่ง"",""neg"",""ไม่ไวมาก""],[""ราคา"",""pos"",""เปนมิตร""]]"
Ativ ใหม่ขายดี ได้ข่าวยอดจองถล่มทลายทะลุเป้า ถ้าอัตราเร่ง แรงเท่าฮอนด้าcityหรือเครื่องยนต์1.3ลิตรจะไม่มีที่ติเลย,"[[""ยอดจอง"",""pos"",""ถล่มทลายทะลุเป้า""],[""อัตราเร่ง "",""neg"",""ถ้าแรงเท่าฮอนด้าcity""],[""เครื่องยนต์"",""neg"",""ถ้า 1.3ลิตรจะไม่มีที่ติ""]]"
ativ เอาไปรับประทาน เหมือนเดิม แต่ จองนาน ทะลุมิติ แต่ ถ้าใจร้อน ขี้เกียจรอ ก็ไม่แย่ นะ city แพง พร้อม กั๊ก,"[[""ativ"", ""pos"", ""เอาไปรับประทาน""], [""ativ"", ""neg"", ""จองนาน""], [""city"", ""neg"", [""แพง"",""กั๊ก""]]]"
sosคือที่สุด,"[[""sos"",""pos"",""ที่สุด""]]"
กินขาด ชนะใจผู้บริโภค,"[[""รถ"", ""pos"", [""กินขาด"",""ชนะใจผู้บริโภค""]]]"
ข้างในดูหรูมาก,"[[""ข้างใน"", ""pos"", ""หรู""]]"
ขาย city ปี 14 มาซื้อ yaris ativรอรถนานมากค่ะ. แต่ มั่นใจในรถรุ่นนี้ค่ะว่าของโตโยต้าดีจริง,"[[""Yaris Ativ"", ""neg"", ""รอรถนาน""], [""Yaris Ativ"", ""pos"", ""มั่นใจ""], [""โตโยต้า"", ""pos"", ""ดี""]]"
คนชอบโตต้ามันก็ชอบอยู่ดี ทน ถึก ประหยัด ซ่อมถูก แต่ถ้าจะเอาแรง สวย ก็ไปค่ายอื่นดีกว่า,"[[""โตต้า"",""pos"",[""ทน"",""ถึก"",""ประหยัด"",""ซ่อมถูก""]],[""ค่ายอื่น"",""pos"",[""แรง"",""สวย""]]]"
คนสนใจเยอะ เพราะราคาจับต้องได้,"[[""ราคา"",""pos"",""จับต้องได้""]]"
เครื่อง อัตราเร่งโอเคร แต่ที่ชอบสุดคือช่วง นุ่มสบาย คนนั่ง หลังสบายไม่เวียนหัว ขับ140ยังนิ่ง รถไม่เหิน ผมว่า โอเคมาก,"[[""เครื่อง"", ""pos"", ""โอเคร""], [""อัตราเร่ง"", ""pos"", ""โอเคร""], [""ช่วงล่าง"", ""pos"", ""นุ่มสบาย""], [""ที่นั่งหลัง"", ""pos"", [""สบาย"",""ไม่เวียนหัว""]], [""การขับขี่"", ""pos"", [""นิ่ง"", ""ไม่เหิน""]], [""รถ"", ""pos"", ""โอเคมาก""]]"
จังหวะนี้ยาริสแผ่วลง ถือว่าถูกที่ถูกเวลาเลย สีใหม่สวยรุ่นเล็กแต่คุ้มสุด,"[[""สีใหม่"",""pos"",""สวย""],[""ขนาด"",""neg"",""รุ่นเล็ก""],[""ราคา"",""pos"",""คุ้ม""]]"
จากคนใช้งานจริง ที่พักขาสบายเลย ชอบ ไม่เมื่อยเหยียดตรง,"[[""ที่พักขา"", ""pos"", [""สบาย"",""ชอบ"",""ไม่เมื่อย""]]]"
ชอบกระจังหน้ารุ่นเดิมมากกว่า ส่วนตัว เราคาถูกกว่าเจ้าอื่น ดอกเบี้ยก็ไม่แรงเท่าเจ้าอื่น ก็ได้อยู่นะ,"[[""กระจังหน้ารุ่นเดิม"",""pos"",""ชอบ""], [""ราคา"", ""pos"", ""ถูกกว่าเจ้าอื่น""], [""ดอกเบี้ย"", ""pos"", ""ไม่แรงเท่าเจ้าอื่น""]]"
